dev,name,batch_size,_compile.compile_inner,compile_attempt_0,bytecode_tracing,variable_builder_call,compile_attempt_1,create_proxy,wrap_to_fake_tensor_and_record,build_guards,gc,get_fake_value,insert_deferred_runtime_asserts,OutputGraph.call_user_compiler,inductor_import,inductor_codecache_torch_key,CacheBase.get_system.triton_key,_recursive_pre_grad_passes,pass.pre_grad_passes.group_batch_fusion_passes,pass.pre_grad_passes.efficient_conv_bn_eval_pass,pass.pre_grad_passes.apply_gumbel_max_trick_pass,create_aot_dispatcher_function,aot_collect_metadata,aot_trace_joint_graph,_recursive_joint_graph_passes,pass.joint_graph_passes.remove_noop_ops,pass.joint_graph_passes.constant_fold_uniform_value,pass.joint_graph_passes.pass_pattern_0,pass.joint_graph_passes.pass_pattern_1,min_cut_rematerialization_partition,compile_fx.<locals>.fw_compiler_base,compile_fx_inner,fx_codegen_and_compile,additional_fake_tensor_prop,_recursive_post_grad_passes,pass.post_grad_passes.remove_profiler_ops,pass.post_grad_passes.post_grad_custom_pre_pass,pass.post_grad_passes.remove_noop_ops,pass.post_grad_passes.remove_assert_ops,pass.post_grad_passes.pass_pattern_0,pass.post_grad_passes.pass_pattern_1,pass.post_grad_passes.pass_pattern_2,pass.post_grad_passes.stable_sort,pass.post_grad_passes.move_constructors_to_cuda,pass.post_grad_passes.reinplace_inplaceable_ops,pass.post_grad_passes.decompose_triton_kernel_wrapper_functional,pass.post_grad_passes.decompose_auto_functionalized,pass.post_grad_passes.decompose_scan_to_while_loop,pass.post_grad_passes.decompose_map_to_while_loop,GraphLowering.run,GraphLowering.compile_to_fn,GraphLowering.compile_to_module,GraphLowering.codegen,Scheduler.__init__,Scheduler.fused_nodes,Scheduler.codegen,PythonWrapperCodegen.generate,PyCodeCache.load_by_key_path,async_compile.wait,TritonBundler.collect,CachingAutotuner.benchmark_all_configs,AOTAutogradCache.inductor_load,TritonBundler.read_and_emit,TritonBundler.load_cached_static_autotuners,StaticAutotunerFuture.warm_precompile,backward._backward_impl,compile_fx.<locals>.bw_compiler
xpu,res2net50_14w_8s,128,72.887887,3.468003,6.726877,2.707503,68.744314,0.413594,1.047008,0.633497,0.002847,0.984934,0.071894,65.174700,0.734348,0.144881,1.046284,0.022677,0.000065,0.006165,0.000043,62.264262,0.917869,8.345616,0.818099,0.067370,0.328398,0.071518,0.079790,4.210270,46.814439,97.182398,97.024346,2.668194,2.964266,0.003295,0.000082,0.065249,0.000076,0.000028,1.143527,0.054590,0.024918,0.032801,0.666770,0.000235,0.025690,0.000188,0.000089,15.048226,70.811180,70.811020,60.126640,24.455103,10.948143,33.123934,2.435109,10.650914,10.334295,0.265562,50.916484,51.020362,50.370045,0,0,0,0
xpu,vit_base_patch16_224,64,12.018400,0.871624,1.567197,0.553370,10.887630,0.104567,0.139221,0.242030,0.002814,0.309131,0.016750,10.083656,0.914090,0.147832,1.091070,0.008245,0.000053,0.000808,0.000031,7.856279,0.214169,1.732152,0.968475,0.027926,0.058869,0.404906,0.012436,0.478219,4.256878,13.430896,13.400210,0.428441,0.734583,0.000647,0.000092,0.011205,0.000064,0.000029,0.170735,0.015590,0.004569,0.005920,0.330135,0.000229,0.004539,0.000119,0.000083,3.050143,8.126976,8.126848,7.199842,2.689613,1.223666,4.305676,0.180559,0.923806,0.862802,0.007568,0.927560,9.301942,9.174897,0,0,0,0
xpu,dla102,128,46.547539,2.679338,4.792373,1.741022,42.415800,0.302953,0.536861,1.417828,0.003238,0.658871,0.049862,40.062135,1.025718,0.151522,1.091715,0.015372,0.000050,0.004162,0.000037,37.140842,0.539459,5.428846,0.629390,0.046836,0.229903,0.048195,0.056866,2.582475,27.211971,48.905517,48.809369,1.610039,1.759294,0.002075,0.000077,0.038207,0.000066,0.000030,0.722412,0.031588,0.015152,0.018554,0.387232,0.000223,0.015213,0.000165,0.000086,9.358767,32.606223,32.606090,32.111638,13.082999,4.677356,17.694615,1.263088,0.482371,0.322311,0.088082,18.858369,22.038787,21.695168,0,0,0,0
xpu,swsl_resnext101_32x16d,32,41.460635,2.458348,4.422379,1.847323,38.464463,0.265769,0.721109,0.509087,0.002489,0.597076,0.044042,36.275716,0.950878,0.149253,1.107201,0.014753,0.000055,0.004042,0.000038,33.423351,0.522673,5.125092,0.622577,0.044009,0.223446,0.054652,0.057157,2.507211,23.938568,45.217434,45.124815,1.476548,1.712146,0.001975,0.000079,0.035471,0.000061,0.000027,0.698835,0.028738,0.014556,0.018001,0.381394,0.000229,0.014378,0.000158,0.000081,9.601962,28.967632,28.967499,27.292752,9.994871,3.594043,16.225684,1.004457,1.665429,1.518458,0.052992,10.728160,21.610257,21.280373,0,0,0,0
xpu,gmlp_s16_224,128,25.005727,1.361061,2.712391,1.113809,23.299733,0.189571,0.441531,0.320494,0.003162,0.512693,0.027617,21.791154,0.728738,0.151063,1.095552,0.010992,0.000055,0.001413,0.000029,19.549981,0.368976,3.756557,1.974346,0.054909,0.124702,1.467957,0.029359,1.760984,11.248905,30.926640,30.862680,1.436141,1.201594,0.001428,0.000082,0.036387,0.000072,0.000030,0.448436,0.028207,0.010175,0.012823,0.260951,0.000227,0.010115,0.000150,0.000080,5.023250,21.110336,21.110205,19.076260,7.288575,3.527703,11.399303,0.348873,2.028609,1.938528,0.023569,4.714652,19.972473,19.678991,0,0,0,0
xpu,coat_lite_mini,128,23.925562,1.363286,2.210169,0.537843,22.296310,0.155231,0.142983,0.246961,0.002911,0.770995,0.025881,21.330117,0.937283,0.147746,1.096840,0.010070,0.000051,0.001158,0.000030,19.063996,0.518013,2.458615,3.300302,0.036927,0.080170,2.643440,0.011156,0.853240,11.672298,41.948110,41.914399,0.645482,1.372079,0.000767,0.000074,0.017473,0.000061,0.000029,0.263440,0.017248,0.005463,0.006229,0.455735,0.000204,0.005279,0.000123,0.000083,4.900980,33.597566,33.597449,27.219696,12.504556,5.018887,14.236178,0.453864,6.368414,6.272636,0.161053,33.942157,30.428306,30.276675,0,0,0,0
xpu,vit_base_patch16_siglip_256,128,14.121773,0.958701,1.700836,0.588980,12.896473,0.111635,0.151850,0.248229,0.003189,0.373157,0.017728,12.036521,0.903156,0.147363,1.094006,0.008403,0.000054,0.000896,0.000032,9.807766,0.259734,1.912500,1.060677,0.030755,0.065508,0.437799,0.012480,0.880194,5.465313,16.218946,16.187214,0.468953,1.084474,0.000679,0.000092,0.013381,0.000068,0.000030,0.173976,0.015992,0.004602,0.005101,0.342709,0.000228,0.005217,0.000124,0.000082,2.520838,11.034521,11.034399,8.073365,3.012033,1.217643,4.841482,0.194552,2.957433,2.903257,0.017021,3.582067,10.892662,10.754478,0,0,0,0
xpu,eca_halonext26ts,128,33.201543,1.446465,2.555336,0.865993,31.444333,0.143408,0.352803,0.293539,0.002191,0.677762,0.022750,30.211223,0.730067,0.152012,1.095130,0.009967,0.000055,0.001738,0.000035,28.096403,0.511199,2.871959,1.470901,0.028681,0.093868,1.101728,0.021702,1.083556,21.817058,47.182439,47.138004,0.946950,1.444863,0.001028,0.000080,0.022383,0.000069,0.000030,0.348936,0.013995,0.006867,0.008521,0.433128,0.000229,0.007009,0.000139,0.000082,6.819703,36.343758,36.343634,34.028416,18.752334,6.576483,14.828079,0.419950,2.305644,2.233518,0.116912,22.198190,25.547158,25.366352,0,0,0,0
xpu,mnasnet_100,512,24.678535,1.467651,2.620245,1.069063,22.847374,0.136673,0.428591,0.344203,0.002821,0.504641,0.023352,21.549666,0.738615,0.147743,1.109956,0.009465,0.000051,0.002070,0.000034,19.273375,0.373456,2.733336,0.396859,0.020799,0.107675,0.030897,0.029515,1.237717,14.168244,32.016869,31.970951,0.849528,1.169235,0.001060,0.000080,0.018133,0.000090,0.000031,0.354304,0.013616,0.007068,0.008478,0.183759,0.000211,0.007106,0.000133,0.000082,4.656161,23.412686,23.412564,20.989640,7.838874,2.493781,12.488284,0.627654,2.416031,2.323583,0.115072,18.251625,0.009261,0.000468,0.000180,0.000919,18.006662,17.849582
xpu,convit_base,64,24.979886,3.459943,6.899862,1.622279,21.082953,0.377723,0.465788,0.402148,0.002772,3.051615,0.056742,17.441988,0.728767,0.147753,0.018797,0.000108,0.002708,0.000089,16.592740,1.141676,6.719791,4.048845,0.099410,0.213843,2.931888,1.095163,0.331461,2.419368,1.613325,4.352368,4.224039,0.029423,0.014572,0.613037,0.425956,0.419069,3.083303,2.812211,0.000034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xpu,res2next50,128,42.502063,2.073458,3.977415,1.584378,39.943643,0.242138,0.445745,0.454961,0.002968,0.617196,0.040614,37.841473,0.721590,0.145728,1.044972,0.014529,0.000052,0.003535,0.000040,35.132153,0.546650,4.323598,0.798966,0.037832,0.182042,0.043965,0.046545,2.223843,26.585186,55.884297,55.797246,1.569111,1.654842,0.001920,0.000079,0.035971,0.000080,0.000029,0.648785,0.030843,0.014117,0.018551,0.367531,0.000243,0.013869,0.000169,0.000084,9.700101,39.616846,39.616707,34.718346,14.901614,5.407575,18.759031,0.996402,4.885370,4.729899,0.181264,34.671158,29.659702,29.300543,0,0,0,0
xpu,volo_d1_224,64,30.308203,1.690528,3.122558,1.085068,28.274570,0.203115,0.237735,0.318774,0.003058,0.803741,0.029264,26.692737,0.725676,0.147815,1.105561,0.011491,0.000056,0.001551,0.000033,24.505385,0.542930,3.993675,2.687626,0.061488,0.132109,2.171400,0.021505,1.698349,15.146511,37.884773,37.830505,0.894853,1.893661,0.001206,0.000079,0.032064,0.000070,0.000029,0.393463,0.023076,0.009471,0.010974,0.665882,0.000223,0.009065,0.000137,0.000079,5.076759,27.915212,27.915087,23.132968,9.335134,3.389526,13.329945,0.425097,4.775249,4.677729,0.070842,14.132796,22.974433,22.739373,0,0,0,0
xpu,ese_vovnet19b_dw,256,16.666573,0.985554,1.596497,0.580628,15.386157,0.086901,0.150827,0.279602,0.002434,0.342627,0.015587,14.662723,0.904189,0.150842,1.110096,0.007622,0.000060,0.001128,0.000032,12.395579,0.239898,1.506287,0.282939,0.011047,0.056440,0.017401,0.012417,0.650156,9.511402,29.106025,29.080548,0.625039,0.479037,0.000623,0.000084,0.010780,0.000062,0.000030,0.178438,0.007764,0.003870,0.004769,0.104442,0.000191,0.004045,0.000107,0.000077,3.086888,23.171967,23.171848,16.036225,7.157390,2.417721,8.505613,0.350353,7.131407,7.068998,0.604145,19.451716,0.009495,0.000479,0.000176,0.000944,19.693244,19.595321
xpu,tf_efficientnet_b0,128,29.184405,1.865427,3.402123,1.367848,26.909668,0.176247,0.574656,0.384406,0.002927,0.669598,0.030678,25.208744,0.741485,0.149214,1.115137,0.010759,0.000054,0.002243,0.000033,22.875201,0.479805,3.274323,0.432380,0.028364,0.118895,0.043909,0.033753,1.601116,16.620297,44.301481,44.239790,1.285580,1.553748,0.001406,0.000079,0.028828,0.000075,0.000030,0.504723,0.019742,0.009824,0.012388,0.254568,0.000210,0.009919,0.000145,0.000081,6.533067,32.382131,32.382002,28.476747,10.913921,4.376258,16.754138,0.761052,3.892267,3.762666,0.176591,31.443955,27.953925,27.682451,0,0,0,0
xpu,convmixer_768_32,32,30.459667,1.470097,2.943969,1.209409,28.568403,0.181984,0.387831,0.398442,0.002118,0.312379,0.031727,26.896451,0.723508,0.149214,1.090988,0.011396,0.000050,0.002667,0.000034,24.500388,0.288825,3.254287,0.469172,0.029561,0.144569,0.036982,0.035854,1.896672,18.119972,34.556540,34.496999,0.889726,1.828337,0.001395,0.000093,0.025077,0.000078,0.000029,0.454979,0.019590,0.009674,0.012284,0.269054,0.000232,0.010145,0.000206,0.000125,6.377372,23.240600,23.240472,22.111525,7.429897,2.633218,13.971574,0.664827,1.124041,1.031537,0.015303,3.547205,16.644547,16.437696,0,0,0,0
xpu,mobilenetv2_100,128,25.782096,1.592476,2.912772,1.216637,23.827957,0.144058,0.529165,0.340376,0.002960,0.560678,0.023376,22.364428,0.737242,0.147953,1.109570,0.009880,0.000055,0.002052,0.000036,20.110306,0.450398,2.857742,0.412928,0.021757,0.115936,0.033915,0.028616,1.303190,14.678254,34.450435,34.397906,1.401398,0.995596,0.001218,0.000096,0.021252,0.000069,0.000029,0.406023,0.015961,0.008256,0.010169,0.212529,0.000229,0.008263,0.000164,0.000090,5.198970,24.809746,24.809612,22.186893,8.527659,2.886663,13.059024,0.561930,2.612177,2.514843,0.116952,18.829301,19.975645,19.773224,0,0,0,0
xpu,resmlp_12_224,128,12.622138,0.662886,1.170329,0.474471,11.737016,0.080364,0.147478,0.207771,0.003184,0.238041,0.012803,11.128117,0.967133,0.148198,1.123341,0.008022,0.000056,0.000611,0.000029,8.820378,0.175682,1.188086,1.098625,0.013131,0.035531,0.827038,0.000076,0.489128,5.740265,13.533267,13.514298,0.272895,0.277751,0.000414,0.000081,0.004065,0.000053,0.000026,0.068759,0.009118,0.002637,0.002835,0.068645,0.000178,0.002607,0.000101,0.000080,1.791314,10.324506,10.324398,5.904791,2.315510,1.381079,3.432683,0.137773,4.416232,4.378476,0.027598,6.854044,7.872491,7.793698,0,0,0,0
xpu,pnasnet5large,16,102.687593,5.836543,11.286832,4.325019,95.561911,0.680723,1.538960,1.218251,0.002941,1.567985,0.116972,89.592102,0.737429,0.148216,1.112913,0.034664,0.000070,0.008728,0.000052,85.573339,1.106580,11.080351,1.120927,0.095337,0.489506,0.097560,0.113291,6.634335,64.028434,187.345556,185.026318,3.110306,3.571161,0.004262,0.000083,0.079893,0.000069,0.000029,1.359776,0.059462,0.031532,0.038638,0.837128,0.000228,0.032419,0.000165,0.000088,20.133445,149.774184,149.774020,127.000411,52.310361,18.844362,69.878132,4.625330,22.746754,22.330037,0.367176,54.397957,124.085866,123.320224,0,0,0,0
xpu,xcit_large_24_p8_224,16,29.907700,3.270601,6.264441,2.291111,26.077247,0.440325,0.608587,0.519154,0.003249,1.553107,0.068631,22.799340,0.720974,0.148544,0.021288,0.000074,0.004023,0.000072,21.886613,1.147915,9.102427,2.890804,0.120075,0.312393,1.577884,0.381732,4.739500,3.002334,5.687937,5.514253,1.086346,0.022285,0.011060,0.342215,0.084761,0.064881,3.087538,2.758437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xpu,fbnetc_100,512,29.333086,1.756110,3.207996,1.319888,27.158820,0.168919,0.533601,0.395846,0.003264,0.568549,0.028292,25.542223,0.721037,0.148597,1.097988,0.010609,0.000056,0.002505,0.000036,23.199820,0.428393,3.251908,0.433739,0.024639,0.128458,0.034921,0.034931,1.602831,17.049214,40.304244,40.246966,1.027365,1.051414,0.001245,0.000079,0.021094,0.000065,0.000029,0.439279,0.016940,0.008441,0.009188,0.226670,0.000178,0.008627,0.000126,0.000080,6.209219,29.635506,29.635383,25.222153,9.236473,2.938550,15.250662,0.692498,4.404814,4.294237,0.135558,22.397991,0.009595,0.000469,0.000178,0.000969,24.033335,23.256117
xpu,tf_mixnet_l,128,41.518648,2.727053,4.744728,1.721156,38.238845,0.286901,0.437676,0.521195,0.002348,0.833874,0.046698,36.008346,0.969521,0.146460,1.117447,0.015081,0.000053,0.003265,0.000037,33.278953,0.639769,4.311542,0.505029,0.039655,0.160470,0.047076,0.038682,2.074980,25.139204,73.040794,72.963690,1.537491,1.896878,0.001604,0.000078,0.038821,0.000066,0.000029,0.580020,0.030015,0.012290,0.014451,0.320933,0.000187,0.011734,0.000137,0.000084,9.073850,57.111795,57.111664,50.335960,20.934622,9.302833,28.045430,1.286130,6.757975,6.570000,0.316335,66.262350,48.235031,47.902907,0,0,0,0
xpu,resnest101e,64,66.556913,3.934120,7.454972,2.924521,61.796737,0.479801,1.025571,0.774965,0.002485,1.136127,0.077484,57.935461,1.007166,0.144226,1.106419,0.023002,0.000061,0.006344,0.000045,54.621824,0.944273,8.311447,1.211687,0.078880,0.343991,0.393601,0.079874,4.296652,38.686761,93.361741,93.202092,2.576476,5.477464,0.003243,0.000082,0.056957,0.000071,0.000029,1.982855,0.038759,0.023809,0.029064,0.643969,0.000232,0.024439,0.000170,0.000092,14.411596,63.794401,63.794258,60.925966,29.975018,16.015649,29.054523,1.788082,2.852667,2.614931,0.150013,28.862444,55.315892,54.677104,0,0,0,0
xpu,hrnet_w18,128,149.137119,7.905926,15.489625,6.214737,139.588692,0.911460,2.080413,1.541476,0.003812,2.096302,0.140912,131.301774,0.722404,0.148659,1.091383,0.038169,0.000060,0.012656,0.000046,127.023537,1.566673,16.653970,1.614349,0.139873,0.708809,0.189405,0.179419,10.384038,94.461698,164.943052,164.615689,4.490803,8.362608,0.005899,0.000087,0.113354,0.000069,0.000030,2.241523,0.097142,0.043964,0.055751,1.193572,0.000231,0.046645,0.000172,0.000088,27.595656,113.977752,113.977582,112.918227,45.746569,23.413491,60.532797,6.411474,1.032739,0.553036,0.147862,26.586215,73.897643,70.485237,0,0,0,0
xpu,poolformer_m36,64,50.441649,2.111051,3.845876,1.363345,47.806102,0.244863,0.335751,0.491764,0.003021,0.710496,0.038921,45.878376,0.943246,0.144102,1.035654,0.011999,0.000059,0.001607,0.000034,43.387019,0.388471,4.961907,1.838709,0.088456,0.205309,1.161967,0.039741,2.435131,33.015323,97.733885,97.636256,1.617824,1.855277,0.002151,0.000084,0.038352,0.000079,0.000029,0.713169,0.030245,0.015686,0.018680,0.407533,0.000210,0.015712,0.000140,0.000083,11.506403,79.337496,79.337366,66.443589,26.803049,7.787131,38.482171,1.098145,12.882666,12.733161,0.162850,24.060994,65.212058,64.720139,0,0,0,0
xpu,fbnetv3_b,256,45.239684,2.746862,4.747442,1.860658,41.949455,0.272424,0.682350,0.515640,0.002459,0.845821,0.043694,39.727817,0.955052,0.149654,1.098367,0.014804,0.000066,0.003773,0.000038,36.898650,0.937903,5.646803,0.656397,0.046849,0.234153,0.074589,0.048289,2.783082,26.069845,63.523077,62.671782,1.948888,2.602830,0.002303,0.000080,0.045959,0.000065,0.000029,0.893606,0.035997,0.015730,0.018139,0.422963,0.000212,0.015807,0.000144,0.000080,10.879326,43.402733,43.402605,42.634390,16.222897,7.289551,25.073630,1.263075,0.752077,0.572496,0.183648,32.718662,37.893151,37.454708,0,0,0,0
xpu,inception_v3,128,8.490303,2.489701,4.394427,1.776989,5.465984,0.266824,0.487191,0.507046,0.002222,0.663450,0.040965,3.346786,0.943161,0.148268,1.096075,0.596103,0.042266,0.021129,0.292471,0.121339,0.000595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xpu,regnety_002,1024,24.393254,1.470200,2.798358,1.144938,22.535610,0.159876,0.283401,0.367584,0.002592,0.416681,0.025379,21.059290,0.718132,0.146247,1.106419,0.009734,0.000052,0.002015,0.000037,18.817126,0.339141,2.690507,0.380998,0.022058,0.104765,0.027476,0.025216,1.072493,13.969059,27.663082,27.615409,0.850002,0.873390,0.001037,0.000077,0.017168,0.000065,0.000028,0.343100,0.013124,0.007207,0.008690,0.193509,0.000195,0.007049,0.000134,0.000083,4.745941,19.018375,19.018250,18.077627,7.039993,2.663179,10.301359,0.697202,0.931889,0.840828,0.080368,14.244947,13.875149,13.695058,0,0,0,0
xpu,rexnet_100,256,43.274612,2.432128,4.019764,1.385643,39.488187,0.199049,0.358885,0.428869,0.002449,1.178511,0.031029,37.723653,0.715989,0.144689,1.036349,0.011642,0.000055,0.002672,0.000036,35.206821,0.792685,3.791698,0.720068,0.030431,0.141478,0.042524,0.037044,1.492535,27.884411,70.239159,70.173164,1.607331,1.995393,0.001430,0.000076,0.029007,0.000061,0.000030,0.510193,0.020073,0.009843,0.011341,0.661872,0.000183,0.009451,0.000133,0.000085,7.789358,55.714120,55.714003,43.217398,18.152334,7.847310,24.164201,0.850273,12.475109,12.312808,0.357794,60.628191,42.618821,42.355931,0,0,0,0
