dev,name,batch_size,_compile.compile_inner,compile_attempt_0,bytecode_tracing,variable_builder_call,compile_attempt_1,create_proxy,wrap_to_fake_tensor_and_record,build_guards,gc,get_fake_value,insert_deferred_runtime_asserts,OutputGraph.call_user_compiler,inductor_import,inductor_codecache_torch_key,CacheBase.get_system.triton_key,_recursive_pre_grad_passes,pass.pre_grad_passes.group_batch_fusion_passes,pass.pre_grad_passes.efficient_conv_bn_eval_pass,pass.pre_grad_passes.apply_gumbel_max_trick_pass,create_aot_dispatcher_function,aot_collect_metadata,aot_trace_joint_graph,_recursive_joint_graph_passes,pass.joint_graph_passes.remove_noop_ops,pass.joint_graph_passes.constant_fold_uniform_value,pass.joint_graph_passes.pass_pattern_0,pass.joint_graph_passes.pass_pattern_1,min_cut_rematerialization_partition,compile_fx.<locals>.fw_compiler_base,compile_fx_inner,fx_codegen_and_compile,additional_fake_tensor_prop,_recursive_post_grad_passes,pass.post_grad_passes.remove_profiler_ops,pass.post_grad_passes.post_grad_custom_pre_pass,pass.post_grad_passes.remove_noop_ops,pass.post_grad_passes.remove_assert_ops,pass.post_grad_passes.pass_pattern_0,pass.post_grad_passes.pass_pattern_1,pass.post_grad_passes.pass_pattern_2,pass.post_grad_passes.stable_sort,pass.post_grad_passes.move_constructors_to_cuda,pass.post_grad_passes.reinplace_inplaceable_ops,pass.post_grad_passes.decompose_triton_kernel_wrapper_functional,pass.post_grad_passes.decompose_auto_functionalized,pass.post_grad_passes.decompose_scan_to_while_loop,pass.post_grad_passes.decompose_map_to_while_loop,GraphLowering.run,GraphLowering.compile_to_fn,GraphLowering.compile_to_module,GraphLowering.codegen,Scheduler.__init__,Scheduler.fused_nodes,Scheduler.codegen,PythonWrapperCodegen.generate,PyCodeCache.load_by_key_path,async_compile.wait,TritonBundler.collect,CachingAutotuner.benchmark_all_configs,AOTAutogradCache.inductor_load,TritonBundler.read_and_emit,TritonBundler.load_cached_static_autotuners,StaticAutotunerFuture.warm_precompile,backward._backward_impl,compile_fx.<locals>.bw_compiler
xpu,vit_base_patch14_dinov2.lvd142m,128,13.589210,1.005514,1.761963,0.680366,12.309649,0.117171,0.169752,0.255250,0.003157,0.334419,0.018109,11.413914,0.965111,0.151429,1.104334,0.009000,0.000058,0.000920,0.000030,9.098155,0.232371,1.846994,1.654833,0.028894,0.063890,0.417756,0.012232,0.504895,4.630146,15.338758,15.307015,0.449327,1.013266,0.000669,0.000087,0.011771,0.000063,0.000037,0.176905,0.014398,0.004663,0.005210,0.346942,0.000195,0.004718,0.000127,0.000084,2.902064,9.847155,9.847032,8.058467,3.196928,1.347987,4.633949,0.201355,1.784982,1.725773,0.012241,3.585108,10.846535,10.709505,0,0,0,0
xpu,gmlp_s16_224,128,24.534217,1.361957,2.709931,1.105439,22.831195,0.190983,0.432672,0.316280,0.003369,0.511706,0.028686,21.324561,0.719997,0.149619,1.109825,0.010840,0.000055,0.001404,0.000030,19.077353,0.358402,3.628076,1.881921,0.053388,0.120565,1.390803,0.028951,1.790777,10.987906,30.480589,30.419468,0.910745,1.691804,0.001349,0.000094,0.538705,0.000083,0.000029,0.444611,0.027924,0.010305,0.012900,0.257122,0.000241,0.010005,0.000159,0.000081,4.970186,20.733480,20.733280,18.909289,7.360866,3.535703,11.164845,0.344842,1.818785,1.729542,0.023741,4.655779,19.775554,19.493873,0,0,0,0
xpu,dla102,128,46.552290,2.718179,4.846234,1.763342,42.365670,0.305458,0.542828,1.432932,0.003436,0.668050,0.050208,39.995022,1.020951,0.150880,1.108789,0.015556,0.000052,0.004196,0.000036,37.053460,0.545649,5.392128,0.624502,0.046217,0.228076,0.048411,0.056898,2.637068,27.100332,48.634983,48.542264,1.606098,1.763511,0.002101,0.000083,0.039439,0.000074,0.000028,0.714385,0.030308,0.015130,0.018276,0.389855,0.000214,0.015182,0.000146,0.000079,9.403363,32.287756,32.287614,31.798616,12.920372,4.675297,17.601593,1.207034,0.477005,0.319394,0.085272,18.832733,21.867400,21.536151,0,0,0,0
xpu,vit_base_patch16_224,64,12.113079,0.893614,1.601795,0.575277,10.957409,0.106177,0.145911,0.243569,0.003482,0.321024,0.016839,10.127962,0.967402,0.149593,1.093737,0.008383,0.000055,0.000826,0.000030,7.843682,0.216646,1.752444,1.021752,0.028614,0.060526,0.405384,0.012503,0.489049,4.153485,15.770875,15.740576,0.419460,0.708063,0.000648,0.000085,0.010775,0.000056,0.000030,0.170366,0.015133,0.004411,0.005052,0.313164,0.000219,0.004505,0.000114,0.000085,2.951080,10.630527,10.630393,9.603472,3.201027,1.358790,6.116482,0.262307,1.022845,0.943524,0.010067,0.936524,11.778231,11.618278,0,0,0,0
xpu,swsl_resnext101_32x16d,32,41.701512,2.426861,4.378650,1.813981,38.745763,0.263473,0.700074,0.497638,0.002593,0.595796,0.042129,36.573921,0.947188,0.148208,1.124634,0.014564,0.000051,0.004038,0.000038,33.721725,0.523717,5.133179,0.619798,0.044038,0.220469,0.054170,0.057485,2.477893,24.246505,45.462938,45.373185,1.479871,1.717496,0.001936,0.000093,0.035700,0.000070,0.000029,0.702681,0.029017,0.014592,0.018790,0.381545,0.000233,0.014424,0.000156,0.000083,9.680101,29.200304,29.200161,27.655774,10.270307,3.650260,16.311258,1.006539,1.534893,1.389525,0.055724,10.500695,21.539121,21.217905,0,0,0,0
xpu,coat_lite_mini,128,23.601454,1.354066,2.198276,0.537864,21.974549,0.153331,0.143004,0.253391,0.002527,0.762971,0.025932,21.012551,0.966599,0.149044,1.097963,0.010242,0.000056,0.001155,0.000031,18.718237,0.522442,2.433474,3.169415,0.035259,0.076267,2.592437,0.011159,0.886978,11.450689,41.879032,41.845157,0.638402,1.381932,0.000746,0.000077,0.017454,0.000062,0.000030,0.263049,0.017220,0.005437,0.006727,0.462644,0.000230,0.005451,0.000120,0.000082,4.702669,33.752107,33.751984,26.270586,12.580741,4.994924,13.245520,0.419506,7.472550,7.386696,0.157342,33.374744,30.579053,30.429245,0,0,0,0
xpu,eca_halonext26ts,128,33.064406,1.451187,2.535971,0.853476,31.308935,0.141805,0.340119,0.286385,0.002630,0.675476,0.022325,30.101763,0.718378,0.150551,1.106689,0.009649,0.000055,0.001694,0.000033,27.994871,0.491618,2.804119,1.455648,0.028562,0.094053,1.083383,0.021824,1.159939,21.738474,48.109587,48.064871,0.947926,1.466282,0.001010,0.000081,0.021716,0.000066,0.000029,0.369135,0.016473,0.006938,0.009079,0.430782,0.000215,0.006928,0.000134,0.000086,6.595201,37.492505,37.492379,35.210339,19.489961,6.705170,15.274586,0.418705,2.272153,2.200377,0.116694,22.400961,26.551196,26.372069,0,0,0,0
xpu,mnasnet_100,512,24.568003,1.480407,2.640479,1.080869,22.708688,0.136070,0.437981,0.356762,0.003461,0.506435,0.023169,21.402269,0.717058,0.145448,1.034826,0.009284,0.000052,0.002064,0.000034,19.217941,0.368840,2.629440,0.385337,0.019378,0.104536,0.029878,0.028304,1.131277,14.348741,31.102513,31.054811,0.855011,1.178071,0.001043,0.000075,0.018653,0.000070,0.000028,0.354992,0.013252,0.007217,0.008720,0.191497,0.000237,0.007180,0.000139,0.000084,4.719342,22.384073,22.383940,20.429524,7.748420,2.445084,12.018135,0.628791,1.942900,1.849630,0.113200,18.264584,0.010190,0.000520,0.000201,0.001163,16.914573,16.754854
xpu,vit_base_patch16_siglip_256,128,14.036216,0.991963,1.738964,0.600191,12.783227,0.114152,0.156132,0.243362,0.002910,0.384043,0.017654,11.922396,0.905527,0.150495,1.097144,0.008388,0.000054,0.000868,0.000030,9.682880,0.257682,1.917044,0.993277,0.029432,0.062571,0.440551,0.012326,0.785770,5.511681,16.191592,16.161339,0.468514,1.069403,0.000694,0.000076,0.013046,0.000061,0.000029,0.175218,0.015684,0.004513,0.004861,0.341780,0.000192,0.005061,0.000120,0.000081,2.511888,11.034956,11.034840,8.139329,3.050101,1.206994,4.869213,0.195256,2.891905,2.839739,0.017478,3.570872,10.816374,10.680705,0,0,0,0
xpu,res2next50,128,42.622694,2.061285,3.962615,1.591273,40.100487,0.240933,0.446163,0.434544,0.003114,0.619942,0.040535,38.000933,0.727526,0.149312,1.118056,0.014460,0.000055,0.003539,0.000037,35.239809,0.535219,4.340871,0.795751,0.037619,0.180686,0.044071,0.046710,2.204160,26.709088,53.845123,53.762205,1.531887,1.600605,0.001814,0.000078,0.034225,0.000060,0.000029,0.643035,0.030686,0.013164,0.015519,0.346093,0.000199,0.013371,0.000143,0.000081,9.375017,38.014589,38.014455,33.837764,14.662306,5.362022,18.154659,0.961579,4.163886,4.011643,0.178231,35.776313,27.493399,27.137351,0,0,0,0
xpu,ese_vovnet19b_dw,256,16.895728,0.985750,1.589618,0.578803,15.636571,0.086940,0.151566,0.259050,0.002473,0.340884,0.015377,14.922106,0.923642,0.149765,1.091045,0.007835,0.000058,0.001153,0.000035,12.651812,0.242038,1.514185,0.289581,0.011707,0.057289,0.018064,0.012824,0.667337,9.731007,28.922831,28.897139,0.619894,0.473624,0.000598,0.000085,0.010377,0.000062,0.000031,0.180054,0.007835,0.003782,0.004356,0.102260,0.000204,0.004043,0.000110,0.000082,3.154462,22.894451,22.894329,16.829550,7.218350,2.411677,9.072119,0.516488,6.062010,5.971456,0.643515,19.265514,0.013675,0.000467,0.000177,0.000860,19.289837,19.192553
xpu,resmlp_12_224,128,12.032104,0.657887,1.163584,0.472543,11.156559,0.080390,0.145562,0.203543,0.002999,0.235959,0.013228,10.549112,0.967360,0.145880,1.038565,0.008051,0.000056,0.000645,0.000030,8.327005,0.174669,1.183444,1.089905,0.013480,0.036477,0.819271,0.000079,0.554804,5.191439,13.267186,13.248076,0.268932,0.284712,0.000413,0.000096,0.004410,0.000049,0.000027,0.070368,0.009371,0.002617,0.003029,0.070087,0.000204,0.002636,0.000109,0.000081,1.810134,10.038883,10.038772,5.950880,2.336145,1.391922,3.459085,0.136355,4.084615,4.046959,0.028176,6.939302,8.153096,8.076465,0,0,0,0
xpu,mobilenetv2_100,128,25.520767,1.553551,2.849784,1.187415,23.598306,0.142654,0.515241,0.346303,0.003117,0.550650,0.023077,22.156581,0.739686,0.149688,1.126854,0.009907,0.000053,0.002058,0.000035,19.871543,0.459644,2.918625,0.408041,0.021701,0.114348,0.033728,0.028558,1.237968,14.448047,33.964931,33.911061,1.404503,1.021333,0.001186,0.000087,0.021887,0.000081,0.000029,0.406764,0.016128,0.008564,0.010974,0.220062,0.000236,0.008348,0.000150,0.000082,5.264756,24.160277,24.160134,21.617156,8.764069,2.911520,12.243639,0.571127,2.526323,2.361663,0.121454,18.939304,19.721075,19.518010,0,0,0,0
xpu,tf_efficientnet_b0,128,29.591281,1.747922,3.183386,1.269410,27.431883,0.173931,0.504576,0.387956,0.002249,0.621742,0.028732,25.838576,0.729253,0.148233,1.110220,0.010657,0.000050,0.002239,0.000036,23.515975,0.482913,3.345036,0.438795,0.028705,0.119500,0.044368,0.034161,1.653196,17.121167,44.582456,44.519547,1.288459,1.574897,0.001371,0.000080,0.029350,0.000069,0.000028,0.520197,0.021181,0.010197,0.013098,0.257550,0.000233,0.010374,0.000163,0.000082,6.669460,32.396503,32.396360,28.435439,11.304939,4.506065,16.377084,0.705937,3.948054,3.821874,0.182521,31.024114,27.738581,27.462639,0,0,0,0
xpu,volo_d1_224,64,30.695773,1.601519,3.030435,1.079246,28.745046,0.197597,0.234416,0.324482,0.002847,0.773540,0.029027,27.154685,0.728238,0.150962,1.093976,0.011397,0.000055,0.001557,0.000034,24.972079,0.531020,3.935885,3.165593,0.059089,0.126655,2.653146,0.022342,2.160505,14.746106,37.090489,37.032550,1.011885,1.884873,0.001240,0.000078,0.031343,0.000064,0.000029,0.403745,0.022997,0.008734,0.010553,0.653178,0.000207,0.008922,0.000137,0.000082,5.037571,27.025411,27.025285,22.669039,8.995729,3.353173,13.205776,0.426205,4.349448,4.253859,0.070395,14.942129,22.581221,22.345621,0,0,0,0
xpu,convit_base,64,52.624042,3.931764,7.404984,1.827926,48.296193,0.399431,0.466095,0.358175,0.003271,3.259836,0.057957,44.614738,0.727202,0.151767,0.019420,0.000106,0.002935,0.000089,43.766560,1.053192,6.961222,6.273922,0.102917,0.221793,5.077760,1.105724,0.398899,3.067762,25.656909,60.596084,60.481496,1.748581,4.561152,0.002171,0.000155,0.054721,0.000156,0.000071,0.984761,0.342600,0.019586,0.073917,1.515526,0.000432,0.015996,0.000268,0.000162,9.558170,40.859078,40.858811,36.785235,14.526920,6.814931,21.487770,0.707958,4.061852,3.916083,0.094370,19.074988,35.230454,35.010118,0.000039,0,0,0
xpu,pnasnet5large,16,102.986149,6.328076,12.109269,4.628995,95.374262,0.688594,1.745245,1.208966,0.003841,1.782859,0.117780,89.068544,0.748095,0.149879,1.128362,0.034490,0.000072,0.008718,0.000047,84.991574,1.104641,10.949183,1.108406,0.095952,0.484293,0.098574,0.109661,6.245087,64.001460,188.400004,186.102615,3.176348,3.662452,0.004007,0.000087,0.079880,0.000081,0.000030,1.365780,0.063932,0.034159,0.040989,0.847642,0.000230,0.033150,0.000177,0.000086,20.141967,150.708709,150.708541,125.794040,52.569166,18.483317,68.662447,4.374451,24.888826,24.483699,0.360804,55.382357,125.138045,124.401586,0,0,0,0
xpu,fbnetc_100,512,29.549181,1.741942,3.183444,1.306291,27.390583,0.166073,0.522152,0.393383,0.003169,0.565877,0.028798,25.782958,0.727639,0.148450,1.108478,0.010713,0.000053,0.002541,0.000038,23.420196,0.430784,3.253734,0.445759,0.025826,0.133461,0.036095,0.035334,1.752998,17.091811,39.151146,39.094699,1.033967,1.075581,0.001252,0.000079,0.021995,0.000059,0.000029,0.440109,0.017511,0.009164,0.011317,0.234860,0.000226,0.009095,0.000155,0.000083,6.131495,28.493322,28.493190,24.123869,9.182346,2.981983,14.124576,0.774988,4.355050,4.188513,0.133539,22.719428,0.009353,0.000464,0.000174,0.000947,22.816454,22.060432
xpu,convmixer_768_32,32,29.482797,1.460200,2.932327,1.191883,27.611617,0.181654,0.383835,0.388954,0.001962,0.310068,0.031081,25.960516,0.717257,0.147641,1.092754,0.011420,0.000050,0.002679,0.000034,23.569561,0.294225,3.214084,0.454653,0.027710,0.140344,0.035761,0.035897,1.672971,17.476303,34.958057,34.900218,2.192543,1.569186,0.002077,0.000107,0.032923,0.000087,0.000038,0.668886,0.020284,0.013788,0.016199,0.317191,0.000205,0.010059,0.000177,0.000109,6.360604,22.583441,22.583300,21.512265,7.116112,2.618178,13.711299,0.639539,1.066399,0.976004,0.015101,3.549485,17.685593,17.482828,0,0,0,0
xpu,xcit_large_24_p8_224,16,60.559726,3.255739,6.204826,2.279997,56.723037,0.427284,0.604750,0.536121,0.003236,1.552155,0.070937,53.479871,0.728832,0.148866,0.021656,0.000074,0.004041,0.000067,52.518986,1.257745,9.440163,3.085179,0.123022,0.320109,1.759822,0.382517,4.610852,33.124523,82.666983,82.498971,1.090404,2.302846,4.686704,0.003163,0.000079,0.069758,0.000072,0.000029,1.070788,0.053101,0.023952,0.029294,1.624319,0.000232,0.024719,0.000177,0.000087,15.134255,54.382389,54.382215,50.490042,19.016603,9.151058,29.309483,2.053464,3.878323,3.626711,0.079544,19.570487,50.767133,49.614180,0,0,0,0
xpu,resnest101e,64,66.682101,3.917826,7.384552,2.857376,61.990658,0.479457,0.983022,0.730308,0.002407,1.134310,0.080462,58.188002,1.006007,0.144531,1.036830,0.023147,0.000067,0.006402,0.000041,54.961337,0.930497,8.109899,1.186163,0.076413,0.332172,0.392477,0.079467,4.403224,39.169090,93.288699,93.130123,2.567248,5.533976,0.003109,0.000082,0.056219,0.000065,0.000028,1.952733,0.039575,0.024133,0.031106,0.657919,0.000255,0.025505,0.000190,0.000085,15.129871,63.209278,63.209117,60.991867,30.343035,16.288918,28.817541,1.720727,2.202077,1.978423,0.144158,29.067918,54.732238,54.121775,0,0,0,0
xpu,tf_mixnet_l,128,41.167987,2.677346,4.674923,1.695192,37.942910,0.284680,0.432751,0.518584,0.001944,0.821288,0.044271,35.739187,0.945362,0.147390,1.112668,0.014804,0.000055,0.003166,0.000037,33.058201,0.644600,4.340982,0.505017,0.039374,0.160129,0.047624,0.038711,2.087114,24.874382,71.941599,71.863213,1.543414,1.925084,0.001656,0.000076,0.037768,0.000060,0.000028,0.575452,0.029414,0.011861,0.013582,0.331994,0.000211,0.012138,0.000151,0.000085,9.089944,55.992088,55.991945,46.867690,20.892235,9.189334,24.631339,1.274453,9.107051,8.830395,0.317276,67.268415,47.395387,47.068570,0,0,0,0
xpu,hrnet_w18,128,150.656194,7.811796,15.464695,6.199836,141.315268,0.919731,2.048624,1.437893,0.003172,2.100884,0.142812,132.982579,0.724189,0.148521,1.094935,0.038095,0.000058,0.012606,0.000042,128.650651,1.575209,16.620167,1.641994,0.139303,0.725540,0.189037,0.186825,10.377152,96.095371,174.006902,173.670289,4.457572,8.405477,0.005965,0.000080,0.115131,0.000063,0.000029,2.216386,0.095454,0.046161,0.059524,1.234741,0.000256,0.047699,0.000180,0.000088,28.325463,121.985390,121.985201,114.640807,46.187384,23.538742,62.063069,6.162543,7.317919,6.858300,0.148386,27.669459,81.946416,77.915492,0,0,0,0
xpu,poolformer_m36,64,50.482934,2.093546,3.824727,1.355608,47.865834,0.244559,0.333145,0.492179,0.002499,0.697927,0.039050,45.941638,0.933005,0.145963,1.111625,0.011852,0.000054,0.001616,0.000032,43.384977,0.389121,5.119668,1.844520,0.092808,0.218089,1.141454,0.039561,2.450281,32.817466,97.624490,97.527214,1.604418,1.817657,0.002067,0.000077,0.035617,0.000064,0.000028,0.707164,0.028125,0.015444,0.018223,0.397254,0.000213,0.015665,0.000154,0.000083,11.569232,79.126346,79.126207,66.877238,26.823020,7.907236,38.899109,1.095598,12.237870,12.087782,0.162621,24.224203,65.301262,64.808586,0,0,0,0
xpu,fbnetv3_b,256,45.145987,2.751526,4.778895,1.874887,41.854052,0.274977,0.689967,0.511650,0.002397,0.850819,0.044440,39.601154,1.002286,0.150117,1.099383,0.014877,0.000055,0.003924,0.000037,36.726100,0.938669,5.773383,0.633341,0.045260,0.227368,0.071619,0.046864,2.606900,25.969704,63.122380,62.271955,1.947619,2.568446,0.002208,0.000080,0.046293,0.000062,0.000027,0.874317,0.034693,0.015323,0.017602,0.417223,0.000186,0.015897,0.000138,0.000086,10.870078,43.094600,43.094463,42.329708,16.187442,7.227242,24.581352,1.486508,0.748620,0.569745,0.178889,31.475689,37.586437,37.154193,0,0,0,0
xpu,inception_v3,128,8.404454,2.465582,4.353207,1.744630,5.413231,0.266421,0.483621,0.498254,0.002226,0.659146,0.038970,3.312959,0.941171,0.148308,1.089208,0.576049,0.042472,0.021050,0.291377,0.120114,0.000571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xpu,regnety_002,1024,25.283750,1.474680,2.807313,1.147465,23.436325,0.156982,0.284852,0.354630,0.002197,0.417786,0.025487,21.955543,0.717532,0.146306,1.109275,0.009674,0.000049,0.002016,0.000034,19.702252,0.339904,2.692657,0.402573,0.023557,0.110850,0.029156,0.026089,1.217339,14.671833,28.134812,28.088159,0.855056,0.860287,0.001015,0.000082,0.016803,0.000065,0.000030,0.345658,0.014096,0.006924,0.008319,0.189199,0.000205,0.006683,0.000134,0.000087,4.776601,19.340629,19.340500,18.108119,6.980597,2.674692,10.511842,0.577641,1.223819,1.133232,0.077671,14.367528,13.635780,13.463945,0,0,0,0
xpu,rexnet_100,256,42.324395,2.435012,3.991044,1.349278,39.439789,0.198074,0.358669,0.424646,0.002337,1.179136,0.031905,37.709500,0.715788,0.148621,1.111644,0.011928,0.000055,0.002622,0.000042,35.131405,0.794163,3.798523,0.744695,0.032014,0.143374,0.042884,0.037888,1.519256,27.742123,68.689296,68.622560,1.609304,2.012458,0.001439,0.000076,0.030179,0.000066,0.000031,0.511723,0.020468,0.009964,0.010863,0.668456,0.000202,0.009868,0.000136,0.000082,7.755206,54.152392,54.152265,48.165150,18.148097,7.834938,28.515620,1.451346,5.965641,5.804398,0.353800,60.205582,41.211543,40.948361,0,0,0,0
