dev,name,batch_size,_compile.compile_inner,compile_attempt_0,bytecode_tracing,variable_builder_call,compile_attempt_1,create_proxy,wrap_to_fake_tensor_and_record,build_guards,gc,get_fake_value,insert_deferred_runtime_asserts,OutputGraph.call_user_compiler,inductor_import,inductor_codecache_torch_key,_recursive_pre_grad_passes,pass.pre_grad_passes.group_batch_fusion_passes,pass.pre_grad_passes.efficient_conv_bn_eval_pass,pass.pre_grad_passes.apply_gumbel_max_trick_pass,create_aot_dispatcher_function,aot_collect_metadata,compile_fx.<locals>.fw_compiler_base,_recursive_joint_graph_passes,pass.joint_graph_passes.remove_noop_ops,pass.joint_graph_passes.constant_fold_uniform_value,pass.joint_graph_passes.pass_pattern_0,pass.joint_graph_passes.pass_pattern_1,compile_fx_inner,fx_codegen_and_compile,CacheBase.get_system.triton_key,additional_fake_tensor_prop,_recursive_post_grad_passes,pass.post_grad_passes.reorder_for_locality,pass.post_grad_passes.remove_profiler_ops,pass.post_grad_passes.post_grad_custom_pre_pass,pass.post_grad_passes.remove_noop_ops,pass.post_grad_passes.remove_assert_ops,pass.post_grad_passes.pass_pattern_0,pass.post_grad_passes.pass_pattern_1,pass.post_grad_passes.pass_pattern_2,pass.post_grad_passes.stable_sort,pass.post_grad_passes.move_constructors_to_cuda,pass.post_grad_passes.reinplace_inplaceable_ops,pass.post_grad_passes.decompose_triton_kernel_wrapper_functional,pass.post_grad_passes.decompose_auto_functionalized,pass.post_grad_passes.decompose_scan_to_while_loop,pass.post_grad_passes.decompose_map_to_while_loop,GraphLowering.run,GraphLowering.compile_to_fn,GraphLowering.compile_to_module,GraphLowering.codegen,Scheduler.__init__,Scheduler.fused_nodes,Scheduler.codegen,PythonWrapperCodegen.generate,PyCodeCache.load_by_key_path,compile_file,async_compile.wait,TritonBundler.collect,aot_trace_joint_graph,min_cut_rematerialization_partition,CachingAutotuner.benchmark_all_configs,compile_attempt_2,pgo.dynamic_whitelist,AOTAutogradCache.inductor_load,TritonBundler.read_and_emit,TritonBundler.load_cached_static_autotuners,StaticAutotunerFuture.warm_precompile,backward._backward_impl,compile_fx.<locals>.bw_compiler
xpu,Super_SloMo,6,36.783239,1.057493,1.739855,0.396191,35.485680,0.119826,0.119107,0.226550,0.001426,0.689614,0.022459,34.689181,0.877535,0.145536,0.010205,0.000076,0.001065,0.000058,33.764400,0.478788,2.375704,0.680486,0.029294,0.096567,0.072608,0.016068,0.874572,29.126437,41.744901,41.703007,1.103943,0.650000,1.149361,0.000705,0.000081,0.018212,0.000060,0.000029,0.278546,0.012274,0.004439,0.004893,0.311671,0.000196,0.004737,0.000114,0.000081,4.951479,33.132111,33.131949,24.256907,9.445034,2.989047,14.389319,0.390231,8.867224,8.795333,0.131474,28.228447,12.742084,12.689582,0,0,0,0,0,0,0,0
xpu,hf_DistilBert,8,12.174367,0.733375,1.284551,0.368538,11.252935,0.074868,0.102374,0.178922,0.001901,0.315437,0.011727,10.609028,0.586664,0.147161,1.094722,0.007090,0.000053,0.000553,0.000031,8.844177,0.225815,1.827188,1.672119,0.023045,0.125783,1.225579,0.008261,0.691730,4.255313,10.734415,10.712514,0.373248,0.758583,0.000589,0.000075,0.008921,0.000053,0.000028,0.208007,0.021420,0.003472,0.003892,0.093055,0.000179,0.003093,0.000102,0.000079,2.202166,7.023492,7.023371,5.562554,2.211532,1.150013,3.196214,0.138957,1.457443,1.420163,0.017100,3.035699,6.573000,6.479749,0,0,0,0,0,0,0,0
xpu,nanogpt,1,10.908318,0.807959,1.449424,0.464231,9.887532,0.122935,0.134593,0.197665,0.002977,0.374277,0.020260,9.136789,0.866813,0.143528,1.123033,0.009245,0.000049,0.001039,0.000030,7.036985,0.258581,1.869549,0.936135,0.028192,0.061252,0.424790,0.013085,0.739246,3.021585,9.381213,9.351909,0.439404,0.775588,0.000680,0.000073,0.010012,0.000056,0.000029,0.172850,0.016378,0.004321,0.004721,0.374946,0.000183,0.004284,0.000107,0.000078,2.058798,5.654003,5.653884,4.858735,1.558617,0.730682,3.136951,0.139825,0.792273,0.745451,0.005513,0.767798,6.500079,6.360401,0,0,0,0,0,0,0,0
xpu,resnet152,32,57.869779,3.271211,6.342821,2.645207,53.890476,0.388321,0.772727,0.665241,0.003069,0.793439,0.063895,50.507181,0.727282,0.145713,1.125624,0.021228,0.000061,0.006173,0.000044,48.184268,0.724519,7.976898,0.829148,0.065542,0.330027,0.074191,0.085990,4.007753,33.600677,62.215710,60.894957,2.090972,2.522501,0.002878,0.000080,0.051339,0.000063,0.000028,1.068253,0.040185,0.021155,0.024962,0.545025,0.000195,0.021974,0.000148,0.000085,12.728877,41.571582,41.571426,41.201751,16.799196,6.538177,22.563890,1.735499,0.356985,0.153091,0.026296,29.088921,28.617042,0,0,0,0,0,0,0,0,0
xpu,alexnet,128,6.782005,0.181898,0.253221,0.105271,6.445648,0.012038,0.025389,0.145345,0.003049,0.061284,0.002939,6.310032,0.715321,0.145919,1.115167,0.004869,0.000048,0.000130,0.000028,4.443989,0.049970,0.267453,0.380034,0.001218,0.006149,0.014223,0.000049,0.043182,3.674360,12.567438,12.564422,0.074177,0.046426,0.000104,0.000074,0.000579,0.000045,0.000026,0.005588,0.000720,0.000332,0.000469,0.007979,0.000149,0.000367,0.000092,0.000077,0.409967,11.907479,11.907378,4.049175,2.020416,0.341114,1.982452,0.041115,7.856150,7.841604,0.025629,4.988281,8.904029,8.893482,0,0,0,0,0,0,0,0
xpu,hf_T5_large,2,106.531438,7.046249,14.238930,3.053665,98.530141,1.124664,0.521161,0.877679,0.002410,3.571628,0.131940,90.951703,0.582869,0.144276,1.108876,0.041383,0.000058,0.007267,0.000040,88.842422,2.366176,17.014271,7.172551,0.252543,0.548248,4.499098,0.009411,7.562086,52.989586,96.927467,96.685506,3.840141,8.559545,0.004920,0.000100,0.113606,0.000084,0.000032,2.357322,0.036506,0.036852,0.047344,1.766383,0.000231,0.038616,0.000193,0.000092,19.731358,61.395581,61.395423,58.094151,29.854425,21.964540,26.025363,2.070915,3.286553,2.989943,0.024479,3.652559,44.895999,43.940883,0,0,0,0,0,0,0,0
xpu,basic_gnn_edgecnn,1,5.972001,0.371018,0.559666,0.189081,5.442947,0.021065,0.020416,0.148371,0.003225,0.076380,0.004869,5.189921,0.146160,0.144920,1.103827,0.006013,0.000059,0.000204,0.000028,3.907561,0.046175,0.229664,0.205293,0.002192,0.008288,0.023633,0.000405,0.043642,3.359264,4.612240,4.609270,0.033261,0.047948,0.000109,0.000072,0.000777,0.000042,0.000027,0.007245,0.001544,0.000348,0.000453,0.007650,0.000147,0.000397,0.000090,0.000075,0.155022,4.304900,4.304798,0.811719,0.207109,0.097425,0.583474,0.017498,3.491371,2.079968,1.399685,0.007521,1.964699,1.264533,1.253361,0,0,0,0,0,0,0
xpu,hf_GPT2,4,22.248537,4.159772,4.827074,0.865640,17.718464,0.281946,0.210633,0.340226,0.003876,0.834504,0.028718,16.891848,0.584824,0.144693,1.094456,0.011895,0.000081,0.001510,0.000059,15.088846,0.401797,2.908213,1.696413,0.042524,0.090458,1.131816,0.015593,1.326990,8.449992,18.039293,17.999350,0.677099,1.118486,0.000985,0.000102,0.017998,0.000083,0.000043,0.390521,0.030539,0.006398,0.008025,0.165543,0.000304,0.006504,0.000184,0.000120,4.276527,11.343620,11.343454,10.848214,4.376255,2.568328,5.711962,0.733741,0.491011,0.436917,0.014755,2.254796,9.739157,9.590331,0,0,0,0,0,0,0,0
xpu,speech_transformer,32,50.175683,11.186211,3.514329,1.592712,38.335846,0.238711,0.624035,0.605022,0.010815,0.794755,0.078550,45.655453,0.704193,0.140814,1.071612,0.023336,0.000300,0.003558,0.000270,43.505781,0.981487,28.669385,4.710531,0.059966,0.134169,3.788579,0.018220,44.872746,44.601141,0.929428,1.664186,0.000972,0.001414,0.000278,0.023679,0.000210,0.000124,0.465515,0.035584,0.008251,0.009403,0.293639,0.000740,0.008451,0.000429,0.000347,4.734901,36.301548,36.301086,18.573258,8.751314,5.612009,9.417217,0.363440,17.718374,0.460295,17.164993,0.035504,5.747645,7.335774,1.325387,0.000032,16.791596,16.573159,0,0,0,0,0
xpu,timm_regnet,32,29.844262,2.112474,3.968004,1.616632,27.260279,0.225829,0.411742,0.440488,0.004210,0.564145,0.034456,25.180985,0.720509,0.148932,1.098568,0.011781,0.000060,0.002766,0.000035,22.853666,0.433786,3.425329,0.460938,0.030594,0.147056,0.036363,0.035843,1.826726,16.186053,33.048070,32.982774,1.130074,1.204822,0.001427,0.000078,0.024550,0.000059,0.000029,0.487455,0.019182,0.009699,0.011151,0.263555,0.000187,0.009708,0.000136,0.000082,7.213392,22.335857,22.335715,21.139134,8.970806,3.521577,11.318368,0.796038,1.187576,1.070904,0.066579,13.320907,17.126615,16.863233,0,0,0,0,0,0,0,0
xpu,basic_gnn_gcn,1,8.846527,5.836010,0.491933,0.224504,2.608723,0.019363,0.040365,0.367540,0.014246,0.064990,0.007614,7.805719,0.147862,0.146168,1.096089,0.008174,0.000203,0.000509,0.000174,6.510778,0.047102,5.974860,0.202616,0.000992,0.007904,0.017174,0.000242,6.798629,6.792920,0.022449,0.042520,0.000258,0.000248,0.000362,0.000472,0.000157,0.000094,0.004277,0.000856,0.000397,0.000594,0.005745,0.000497,0.000629,0.000302,0.000266,0.115125,6.453649,6.453323,0.416780,0.120730,0.012852,0.275927,0.013538,6.039705,1.756092,4.265684,0.009041,1.744639,0.339169,0.035650,0.000855,0.000386,0.003336,1.014323,1.001485,0,0,0
xpu,hf_Whisper,8,9.965138,9.662346,0.440828,0.149412,0.082146,0.015828,0.036869,0.201499,0.007153,0.103091,0.003460,9.202095,0.579461,0.143269,1.103455,0.006054,0.000079,0.000222,0.000056,7.479212,0.072643,0.294946,1.091951,0.003652,0.009315,0.895616,0.001121,0.073302,5.904253,10.444893,10.439769,0.072029,0.080718,0.000208,0.000125,0.001681,0.000084,0.000053,0.019083,0.002366,0.000629,0.000735,0.014042,0.000295,0.000703,0.000175,0.000157,0.719667,9.428190,9.427996,1.830354,0.777155,0.335622,1.017576,0.029674,7.594786,2.089165,5.489624,0.018523,4.044140,4.561346,4.541424,0,0,0,0,0,0,0
xpu,basic_gnn_gin,1,5.690750,0.361609,0.541866,0.199674,5.165258,0.019888,0.024412,0.151000,0.006144,0.066915,0.003902,4.921610,0.148365,0.147031,1.092176,0.005013,0.000050,0.000193,0.000032,3.648386,0.039536,0.164564,0.201433,0.001254,0.006431,0.021845,0.000053,0.036769,3.185754,4.174661,4.172049,0.025509,0.040932,0.000101,0.000076,0.000197,0.000039,0.000026,0.004001,0.001676,0.000299,0.000379,0.006231,0.000148,0.000346,0.000090,0.000076,0.133407,3.911017,3.910920,0.457010,0.125365,0.035090,0.314224,0.013911,3.452102,2.317310,1.124079,0.005957,1.451755,0.998150,0.989298,0,0,0,0,0,0,0
xpu,lennard_jones,1000,3.830716,0.128782,0.153709,0.084469,3.564599,0.006396,0.016715,0.125715,0.006569,0.032813,0.001708,3.484700,0.695662,0.143069,1.104568,0.004460,0.000048,0.000095,0.000029,1.654036,0.024731,0.111241,0.338933,0.001230,0.002854,0.015696,0.000448,0.028588,1.133875,1.871077,1.868860,0.023428,0.048751,0.000095,0.000072,0.000809,0.000041,0.000029,0.009834,0.000890,0.000230,0.000305,0.004709,0.000148,0.000282,0.000092,0.000078,0.106361,1.643135,1.643044,0.250638,0.062755,0.009968,0.175815,0.009108,1.391063,0.946288,0.436581,0.003131,0.582955,0.745347,0.737562,0,0,0,0,0,0,0
xpu,basic_gnn_sage,1,6.402071,0.327655,0.476730,0.171653,5.924716,0.020430,0.018695,0.140975,0.002804,0.071237,0.003771,5.715614,0.146236,0.145080,1.105834,0.004855,0.000052,0.000197,0.000031,4.433318,0.041571,0.253307,0.354343,0.001683,0.010763,0.036662,0.000091,0.060718,3.694751,4.824818,4.821625,0.026295,0.074213,0.000129,0.000110,0.000527,0.000055,0.000033,0.006728,0.016261,0.000371,0.000515,0.007645,0.000197,0.000435,0.000113,0.000095,0.163298,4.486583,4.486464,0.633357,0.314374,0.036316,0.302259,0.012140,3.851659,2.474728,1.366407,0.005564,1.297212,1.138300,1.130544,0,0,0,0,0,0,0
xpu,timm_resnest,32,17.486727,0.898958,1.461715,0.476378,16.342251,0.081575,0.137904,0.232850,0.002034,0.402240,0.014107,15.678852,0.922114,0.149685,1.095397,0.007505,0.000049,0.001342,0.000039,13.559781,0.298162,1.467160,0.326531,0.011769,0.053945,0.056540,0.013058,0.693071,10.574170,27.636371,27.612118,0.579527,0.785326,0.000593,0.000080,0.009047,0.000055,0.000028,0.272466,0.006677,0.003531,0.004012,0.099795,0.000181,0.003512,0.000100,0.000079,2.649733,22.982362,22.982246,17.450481,8.829845,4.417523,8.342629,0.259132,5.524988,5.472173,0.106338,18.559658,17.154835,17.062865,0,0,0,0,0,0,0,0
xpu,hf_GPT2_large,4,55.988911,7.928708,11.583299,2.470975,47.413780,1.114268,0.581845,0.577447,0.004530,2.413577,0.076433,43.457833,0.589881,0.146062,1.098451,0.022332,0.000083,0.003660,0.000067,41.472459,0.983504,7.804309,3.830739,0.125910,0.262342,2.502022,0.044497,4.087779,23.901264,49.150018,49.038851,1.929981,3.218553,0.002506,0.000078,0.052283,0.000065,0.000030,1.148903,0.064909,0.017325,0.020469,0.472364,0.000211,0.017502,0.000164,0.000088,10.680358,31.665802,31.665666,31.434155,14.326905,8.566073,16.232588,0.802044,0.227066,0.060734,0.015337,2.774687,0.000516,0.000232,0.001707,25.692523,25.250468,0,0,0,0,0
xpu,timm_vision_transformer,32,11.858816,0.850707,1.539438,0.533178,10.758524,0.104559,0.137331,0.234804,0.002388,0.304468,0.015556,9.962951,0.898972,0.144285,1.092548,0.008186,0.000048,0.000820,0.000031,7.866675,0.213693,1.719382,0.731835,0.026999,0.059153,0.394973,0.012199,0.711553,4.286686,12.931946,12.904144,0.414164,0.697204,0.000654,0.000079,0.010239,0.000056,0.000029,0.167239,0.014700,0.004178,0.004449,0.311095,0.000196,0.004426,0.000111,0.000081,2.310432,9.055760,9.055636,7.630042,3.125088,1.059040,4.301669,0.180232,1.422189,1.369210,0.012946,2.284089,8.767756,8.646041,0,0,0,0,0,0,0,0
xpu,hf_Longformer,2,46.819270,41.731842,3.386342,0.596968,4.653076,0.279713,0.127970,0.404041,0.007370,1.109794,0.085277,42.714480,0.597042,0.144794,1.097389,0.023743,0.000161,0.003643,0.000123,40.798330,1.665557,10.079593,3.227137,0.153664,0.336337,2.071921,0.018037,2.132267,22.912060,55.216322,55.146525,1.269935,4.402175,0.002200,0.000221,0.058204,0.000172,0.000099,0.439797,0.019237,0.011226,0.012679,1.992131,0.000613,0.011945,0.000343,0.000264,8.186389,40.163015,40.162645,30.372130,13.287611,6.588150,16.654569,0.395467,9.782178,1.445305,8.254310,0.039361,7.526509,0.000070,32.631634,32.308795,0,0,0,0,0,0
xpu,timm_vision_transformer_large,32,33.608861,2.584954,4.795615,1.552713,30.012172,0.322262,0.427715,0.977844,0.002310,0.919469,0.048043,27.575814,0.961033,0.144136,1.101586,0.015256,0.000053,0.002424,0.000036,25.234680,0.660612,6.013645,2.067383,0.097023,0.200679,1.333655,0.040622,2.651153,13.171542,37.403346,37.306185,1.346872,2.353241,0.001887,0.000075,0.043765,0.000061,0.000028,0.562952,0.046474,0.014015,0.014992,1.105344,0.000186,0.013772,0.000134,0.000084,7.710546,24.561128,24.560986,24.079985,9.718784,4.907984,13.594456,0.690629,0.473588,0.310690,0.013889,3.400127,24.648069,24.233435,0,0,0,0,0,0,0,0
xpu,hf_Reformer,8,46.153325,24.683272,2.010957,0.530469,16.954440,0.090214,0.123154,0.574314,0.013924,0.514070,0.029944,43.178953,0.582296,0.145126,0.016538,0.000429,0.001595,0.000672,42.472851,0.513409,40.834711,0.561898,0.007620,0.025814,0.135166,0.002987,44.521720,44.495988,1.100259,0.155898,0.185959,0.002412,0.000620,0.000408,0.006133,0.000315,0.000190,0.052303,0.004974,0.001566,0.011829,0.032536,0.001033,0.002015,0.000604,0.000520,1.047320,41.661177,41.660512,20.341162,1.433760,0.636092,18.840233,0.054440,21.307574,0.667176,21.089456,0.028162,0.169506,0.055158,5.345005,3.894123,0.000076,0.009787,0.000557,0.000261,0.001734,4.141662,4.122899
xpu,timm_vovnet,32,20.875958,1.112911,1.969248,0.752385,19.452713,0.116954,0.207399,0.294251,0.002500,0.320312,0.018848,18.469292,0.917423,0.146401,1.093593,0.008335,0.000046,0.001633,0.000035,16.307961,0.254761,2.105444,0.583867,0.017687,0.084772,0.023815,0.021542,0.964473,12.100783,25.285964,25.249143,0.760491,0.693164,0.000883,0.000077,0.015176,0.000060,0.000028,0.278654,0.011888,0.005607,0.006791,0.147796,0.000176,0.005844,0.000121,0.000078,3.914513,19.143589,19.143464,17.981684,7.520525,2.874733,10.039165,0.394146,1.153939,1.082787,0.088274,13.247793,13.322565,13.186045,0,0,0,0,0,0,0,0
xpu,hf_Roberta_base,4,19.714309,1.299472,2.571829,0.694285,18.110295,0.154083,0.180171,0.291517,0.002827,0.520018,0.020956,16.710536,0.583069,0.145602,1.093888,0.008816,0.000048,0.000969,0.000029,14.896268,0.374216,2.967727,2.694723,0.045807,0.178045,1.700084,0.015047,1.177910,7.350860,17.566081,17.524145,0.730018,1.462578,0.001017,0.000075,0.017517,0.000058,0.000029,0.405641,0.030842,0.006506,0.007263,0.181458,0.000183,0.006737,0.000129,0.000083,3.478996,11.230436,11.230306,10.879418,4.920080,2.721244,5.652027,0.278247,0.346023,0.282713,0.011553,1.431615,10.392952,10.216081,0,0,0,0,0,0,0,0
xpu,torch_multimodal_clip,32,23.712942,1.604011,3.081853,0.909030,21.772217,0.169080,0.265992,0.314887,0.002688,0.743910,0.027149,20.144177,0.702202,0.145163,1.092349,0.010121,0.000051,0.001225,0.000031,18.165406,0.583125,4.331660,1.798013,0.063722,0.143914,1.011000,0.026162,1.390652,9.620291,26.998304,26.937267,0.945942,1.582326,0.001302,0.000077,0.022668,0.000062,0.000030,0.320360,0.026971,0.009274,0.010121,0.810338,0.000182,0.008658,0.000124,0.000081,5.791768,17.718599,17.718470,15.357255,5.145275,2.110650,9.731343,0.434566,2.355376,2.254279,0.023769,3.423867,17.985901,17.379191,0,0,0,0,0,0,0,0
xpu,tts_angular,64,3.097362,1.795367,0.101996,0.075611,1.111816,0.003039,0.011854,0.174953,0.004852,0.003745,2.724323,0.702260,0.145505,0.004886,0.000126,0.000251,0.000110,0.891724,0.014164,0.711617,0.373374,0.000470,0.002835,0.000488,0.000115,1.197417,0.007853,1.100614,0.043568,0.019356,1.194469,0.007567,0.029223,0.000075,0.000072,0.000341,0.000041,0.000029,0.003265,0.000243,0.000124,0.000182,0.004855,0.000144,0.000192,0.000087,0.000079,0.063727,1.060703,1.060615,0.124803,0.038737,0.005136,0.079739,0.004116,0.934721,0.927897,0.000344,0.001227,0.794023,0.789462,0.143303,0,0,0,0,0,0,0
xpu,vgg16,64,6.307743,0.237014,0.366378,0.146086,5.928310,0.020350,0.036730,0.134108,0.002465,0.075546,0.004078,5.735869,0.699414,0.145069,1.087869,0.005045,0.000054,0.000185,0.000030,3.905294,0.064587,0.409032,0.353855,0.002002,0.009814,0.013722,0.000051,0.062175,2.971221,7.543291,7.538159,0.118636,0.061185,0.000118,0.000072,0.000547,0.000044,0.000033,0.007058,0.000682,0.000527,0.000620,0.013529,0.000152,0.000534,0.000090,0.000077,0.744453,6.488428,6.488327,3.203695,1.566865,0.567568,1.553776,0.075787,3.282009,3.262052,0.020967,4.968126,4.588710,4.572492,0,0,0,0,0,0,0,0
xpu,vision_maskrcnn,1,49.883252,9.753531,7.260089,1.985290,38.863010,0.610013,0.639662,1.156441,0.031891,1.846973,0.081321,40.762122,0.708073,0.144213,1.093161,0.031233,0.000811,0.004508,0.000825,38.578389,0.881307,2.880352,1.013651,0.031013,0.100760,0.373829,0.009809,0.867668,32.083711,37.492895,37.447051,0.557352,0.587624,0.001727,0.000989,0.009685,0.000731,0.000486,0.125338,0.017247,0.005736,0.006804,0.208539,0.002587,0.006738,0.001620,0.001431,2.819557,32.207450,32.205894,23.842988,2.113298,0.273243,20.839100,0.837169,8.343449,8.041086,0.079127,18.285725,0.000763,1.169684,5.497002,0.000278,0.003214,0.000115,5.271821,0,0,0
xpu,yolov3,8,56.029512,3.868578,7.809772,2.563297,51.259142,0.375396,0.758258,0.872134,0.002674,1.405347,0.064723,47.016119,0.923667,0.145382,1.101596,0.012032,0.000059,0.002965,0.000042,44.186125,0.539391,3.919868,0.771102,0.040285,0.157127,0.068167,0.039357,1.710973,36.682951,71.722285,71.650920,1.308156,3.003024,0.001668,0.000077,0.036054,0.000061,0.000031,0.577939,0.021610,0.010880,0.012825,0.293462,0.000191,0.010938,0.000140,0.000084,6.943171,58.770077,58.769962,49.147611,15.464631,7.996068,32.841903,0.791159,9.821333,1.657209,9.400592,0.104951,17.572228,35.315022,35.040496,0.347835,0.024347,0.012180,0.092193,0,0,0
