dev,name,batch_size,accuracy,calls_captured,unique_graphs,graph_breaks,unique_graph_breaks,autograd_captures,autograd_compiles,cudagraph_skips,compilation_latency,inductor_huggingface_amp_bf16_training_xpu_accuracy.csv
xpu,AlbertForQuestionAnswering,1,pass,395,1,0,0,0,0,0,7.927792,inductor_huggingface_bfloat16_inference_xpu_accuracy.csv
xpu,LayoutLMForMaskedLM,1,pass,420,1,0,0,0,0,0,9.136487,inductor_huggingface_bfloat16_inference_xpu_accuracy.csv
xpu,ElectraForCausalLM,1,pass,323,1,0,0,0,0,0,13.075015,inductor_huggingface_bfloat16_inference_xpu_accuracy.csv
xpu,RobertaForCausalLM,1,pass,329,1,0,0,0,0,0,12.607691,inductor_huggingface_bfloat16_inference_xpu_accuracy.csv
xpu,YituTechConvBert,1,pass,650,1,0,0,0,0,0,14.768303,inductor_huggingface_bfloat16_inference_xpu_accuracy.csv
xpu,BlenderbotSmallForConditionalGeneration,1,pass,600,1,0,0,0,0,0,17.667928,inductor_huggingface_bfloat16_inference_xpu_accuracy.csv
xpu,MobileBertForMaskedLM,1,pass,1309,1,0,0,0,0,0,24.154928,inductor_huggingface_bfloat16_inference_xpu_accuracy.csv
xpu,DebertaV2ForMaskedLM,1,pass_due_to_skip,0,0,0,0,0,0,0,0,inductor_huggingface_bfloat16_inference_xpu_accuracy.csv
xpu,ElectraForQuestionAnswering,1,pass,323,1,0,0,0,0,0,9.257134,inductor_huggingface_bfloat16_inference_xpu_accuracy.csv
xpu,RobertaForQuestionAnswering,1,pass,329,1,0,0,0,0,0,9.344103,inductor_huggingface_bfloat16_inference_xpu_accuracy.csv
xpu,LayoutLMForSequenceClassification,1,pass,836,2,0,0,0,0,0,9.949329,inductor_huggingface_bfloat16_inference_xpu_accuracy.csv
xpu,MobileBertForQuestionAnswering,1,pass,1313,1,0,0,0,0,0,22.828905,inductor_huggingface_bfloat16_inference_xpu_accuracy.csv
xpu,google/gemma-2-2b,1,pass,2224,1,0,0,0,0,0,23.363529,inductor_huggingface_bfloat16_inference_xpu_accuracy.csv
xpu,AllenaiLongformerBase,1,pass,1828,4,4,1,0,0,0,35.788437,inductor_huggingface_bfloat16_inference_xpu_accuracy.csv
xpu,DebertaV2ForQuestionAnswering,1,pass,1087,1,0,0,0,0,0,18.730976,inductor_huggingface_bfloat16_inference_xpu_accuracy.csv
xpu,T5ForConditionalGeneration,1,pass,847,1,0,0,0,0,0,17.417821,inductor_huggingface_bfloat16_inference_xpu_accuracy.csv
xpu,GPT2ForSequenceClassification,1,pass,1076,2,0,0,0,0,0,19.421635,inductor_huggingface_bfloat16_inference_xpu_accuracy.csv
xpu,M2M100ForConditionalGeneration,1,pass,887,1,0,0,0,0,0,21.003865,inductor_huggingface_bfloat16_inference_xpu_accuracy.csv
xpu,OPTForCausalLM,1,pass,367,1,0,0,0,0,0,10.461552,inductor_huggingface_bfloat16_inference_xpu_accuracy.csv
xpu,BartForCausalLM,1,pass,336,1,0,0,0,0,0,12.560775,inductor_huggingface_bfloat16_inference_xpu_accuracy.csv
xpu,meta-llama/Llama-3.2-1B,1,pass,970,1,0,0,0,0,0,14.722953,inductor_huggingface_bfloat16_inference_xpu_accuracy.csv
xpu,T5Small,1,pass,847,1,0,0,0,0,0,3.522430,inductor_huggingface_bfloat16_inference_xpu_accuracy.csv
xpu,DistilBertForMaskedLM,1,pass,160,1,0,0,0,0,0,9.669272,inductor_huggingface_bfloat16_inference_xpu_accuracy.csv
xpu,MBartForCausalLM,1,pass,337,1,0,0,0,0,0,12.052040,inductor_huggingface_bfloat16_inference_xpu_accuracy.csv
xpu,DistilBertForQuestionAnswering,1,pass,168,1,0,0,0,0,0,6.075676,inductor_huggingface_bfloat16_inference_xpu_accuracy.csv
xpu,PLBartForCausalLM,1,pass,186,1,0,0,0,0,0,9.186386,inductor_huggingface_bfloat16_inference_xpu_accuracy.csv
xpu,openai/whisper-tiny,1,pass,383,1,0,0,0,0,0,12.824575,inductor_huggingface_bfloat16_inference_xpu_accuracy.csv
xpu,BartForConditionalGeneration,1,pass,879,1,0,0,0,0,0,21.290007,inductor_huggingface_bfloat16_inference_xpu_accuracy.csv
xpu,TrOCRForCausalLM,1,pass,446,1,0,0,0,0,0,10.232996,inductor_huggingface_bfloat16_inference_xpu_accuracy.csv
xpu,MBartForConditionalGeneration,1,pass,885,1,0,0,0,0,0,25.467763,inductor_huggingface_bfloat16_inference_xpu_accuracy.csv
xpu,BertForMaskedLM,1,pass,315,1,0,0,0,0,0,12.566953,inductor_huggingface_bfloat16_inference_xpu_accuracy.csv
xpu,PLBartForConditionalGeneration,1,pass,476,1,0,0,0,0,0,21.558908,inductor_huggingface_bfloat16_inference_xpu_accuracy.csv
xpu,MT5ForConditionalGeneration,1,pass,1232,1,0,0,0,0,0,15.140793,inductor_huggingface_bfloat16_inference_xpu_accuracy.csv
xpu,BertForQuestionAnswering,1,pass,322,1,0,0,0,0,0,8.457186,inductor_huggingface_bfloat16_inference_xpu_accuracy.csv
xpu,XGLMForCausalLM,1,pass,972,1,0,0,0,0,0,17.060608,inductor_huggingface_bfloat16_inference_xpu_accuracy.csv
xpu,PegasusForCausalLM,1,pass,333,1,0,0,0,0,0,9.055486,inductor_huggingface_bfloat16_inference_xpu_accuracy.csv
xpu,MegatronBertForCausalLM,1,pass,740,1,0,0,0,0,0,12.841538,inductor_huggingface_bfloat16_inference_xpu_accuracy.csv
xpu,BlenderbotForCausalLM,1,pass_due_to_skip,0,0,0,0,0,0,0,0,inductor_huggingface_bfloat16_inference_xpu_accuracy.csv
xpu,PegasusForConditionalGeneration,1,pass,871,1,0,0,0,0,0,20.773984,inductor_huggingface_bfloat16_inference_xpu_accuracy.csv
dev,name,batch_size,accuracy,calls_captured,unique_graphs,graph_breaks,unique_graph_breaks,autograd_captures,autograd_compiles,cudagraph_skips,compilation_latency,inductor_huggingface_bfloat16_training_xpu_accuracy.csv
xpu,Qwen/Qwen3-0.6B,0,eager_fail_to_run,0,0,0,0,0,0,0,0,inductor_huggingface_bfloat16_training_xpu_accuracy.csv
xpu,GoogleFnet,1,pass,232,1,3,3,0,0,0,2.988273,inductor_huggingface_bfloat16_training_xpu_accuracy.csv
xpu,BlenderbotSmallForCausalLM,1,pass,59,5,6,4,0,0,0,12.593941,inductor_huggingface_bfloat16_training_xpu_accuracy.csv
xpu,DistillGPT2,1,pass,292,2,6,4,0,0,0,19.150473,inductor_huggingface_bfloat16_training_xpu_accuracy.csv
xpu,AlbertForMaskedLM,1,pass,395,1,3,3,0,0,0,25.029906,inductor_huggingface_bfloat16_training_xpu_accuracy.csv
xpu,MegatronBertForQuestionAnswering,1,pass,740,1,3,3,0,0,0,40.137782,inductor_huggingface_bfloat16_training_xpu_accuracy.csv
xpu,RobertaForCausalLM,1,pass,329,1,3,3,0,0,0,28.231519,inductor_huggingface_bfloat16_training_xpu_accuracy.csv
xpu,BlenderbotSmallForConditionalGeneration,1,pass,121,9,9,5,0,0,0,10.618208,inductor_huggingface_bfloat16_training_xpu_accuracy.csv
xpu,XLNetLMHeadModel,1,pass,770,1,3,3,0,0,0,53.391854,inductor_huggingface_bfloat16_training_xpu_accuracy.csv
xpu,LayoutLMForMaskedLM,1,pass,420,1,3,3,0,0,0,27.000642,inductor_huggingface_bfloat16_training_xpu_accuracy.csv
xpu,ElectraForCausalLM,1,pass,323,1,3,3,0,0,0,31.432375,inductor_huggingface_bfloat16_training_xpu_accuracy.csv
xpu,DebertaV2ForMaskedLM,1,pass_due_to_skip,0,0,0,0,0,0,0,0,inductor_huggingface_bfloat16_training_xpu_accuracy.csv
xpu,AlbertForQuestionAnswering,1,pass,395,1,3,3,0,0,0,28.704014,inductor_huggingface_bfloat16_training_xpu_accuracy.csv
xpu,RobertaForQuestionAnswering,1,pass,329,1,3,3,0,0,0,24.768810,inductor_huggingface_bfloat16_training_xpu_accuracy.csv
xpu,ElectraForQuestionAnswering,1,pass,323,1,3,3,0,0,0,25.411014,inductor_huggingface_bfloat16_training_xpu_accuracy.csv
xpu,LayoutLMForSequenceClassification,1,pass,836,2,4,3,0,0,0,28.861495,inductor_huggingface_bfloat16_training_xpu_accuracy.csv
xpu,YituTechConvBert,1,pass,650,1,3,3,0,0,0,40.878926,inductor_huggingface_bfloat16_training_xpu_accuracy.csv
xpu,MobileBertForMaskedLM,1,pass,1309,1,3,3,0,0,0,69.351281,inductor_huggingface_bfloat16_training_xpu_accuracy.csv
xpu,DebertaV2ForQuestionAnswering,1,pass,1087,1,3,3,0,0,0,40.472658,inductor_huggingface_bfloat16_training_xpu_accuracy.csv
xpu,google/gemma-2-2b,0,eager_fail_to_run,0,0,0,0,0,0,0,0,inductor_huggingface_bfloat16_training_xpu_accuracy.csv
xpu,T5ForConditionalGeneration,1,pass,847,1,3,3,0,0,0,33.153386,inductor_huggingface_bfloat16_training_xpu_accuracy.csv
xpu,meta-llama/Llama-3.2-1B,0,eager_fail_to_run,0,0,0,0,0,0,0,0,inductor_huggingface_bfloat16_training_xpu_accuracy.csv
xpu,AllenaiLongformerBase,1,pass,1828,4,7,4,0,0,0,62.112171,inductor_huggingface_bfloat16_training_xpu_accuracy.csv
xpu,GPT2ForSequenceClassification,1,pass,1076,2,4,3,0,0,0,41.216303,inductor_huggingface_bfloat16_training_xpu_accuracy.csv
xpu,T5Small,1,pass,847,1,3,3,0,0,0,5.202996,inductor_huggingface_bfloat16_training_xpu_accuracy.csv
xpu,M2M100ForConditionalGeneration,1,pass,891,1,3,3,0,0,0,52.318987,inductor_huggingface_bfloat16_training_xpu_accuracy.csv
xpu,DistilBertForMaskedLM,1,pass,160,1,3,3,0,0,0,21.677988,inductor_huggingface_bfloat16_training_xpu_accuracy.csv
xpu,openai/whisper-tiny,0,eager_fail_to_run,0,0,0,0,0,0,0,0,inductor_huggingface_bfloat16_training_xpu_accuracy.csv
xpu,BartForCausalLM,1,pass,63,6,6,4,0,0,0,14.170007,inductor_huggingface_bfloat16_training_xpu_accuracy.csv
xpu,MobileBertForQuestionAnswering,1,pass,1313,1,3,3,0,0,0,65.969607,inductor_huggingface_bfloat16_training_xpu_accuracy.csv
xpu,TrOCRForCausalLM,1,pass,57,5,5,4,0,0,0,11.894714,inductor_huggingface_bfloat16_training_xpu_accuracy.csv
xpu,MBartForCausalLM,1,pass,63,6,6,4,0,0,0,11.883266,inductor_huggingface_bfloat16_training_xpu_accuracy.csv
xpu,DistilBertForQuestionAnswering,1,pass,168,1,3,3,0,0,0,15.430951,inductor_huggingface_bfloat16_training_xpu_accuracy.csv
xpu,BartForConditionalGeneration,1,pass,127,10,9,5,0,0,0,10.840171,inductor_huggingface_bfloat16_training_xpu_accuracy.csv
xpu,OPTForCausalLM,1,pass,59,4,6,4,0,0,0,14.040505,inductor_huggingface_bfloat16_training_xpu_accuracy.csv
xpu,MBartForConditionalGeneration,1,pass,131,10,8,5,0,0,0,10.346430,inductor_huggingface_bfloat16_training_xpu_accuracy.csv
xpu,XGLMForCausalLM,1,pass,69,5,5,4,0,0,0,11.090003,inductor_huggingface_bfloat16_training_xpu_accuracy.csv
xpu,BertForMaskedLM,1,pass,315,1,3,3,0,0,0,26.050895,inductor_huggingface_bfloat16_training_xpu_accuracy.csv
xpu,PLBartForCausalLM,1,pass,63,6,6,4,0,0,0,13.584782,inductor_huggingface_bfloat16_training_xpu_accuracy.csv
xpu,MT5ForConditionalGeneration,1,pass,1232,1,3,3,0,0,0,33.796606,inductor_huggingface_bfloat16_training_xpu_accuracy.csv
xpu,PLBartForConditionalGeneration,1,pass,132,10,7,5,0,0,0,12.204452,inductor_huggingface_bfloat16_training_xpu_accuracy.csv
xpu,BertForQuestionAnswering,1,pass,322,1,3,3,0,0,0,22.497458,inductor_huggingface_bfloat16_training_xpu_accuracy.csv
xpu,PegasusForCausalLM,1,pass,59,5,6,4,0,0,0,8.787341,inductor_huggingface_bfloat16_training_xpu_accuracy.csv
xpu,BlenderbotForCausalLM,1,pass_due_to_skip,0,0,0,0,0,0,0,0,inductor_huggingface_bfloat16_training_xpu_accuracy.csv
xpu,MegatronBertForCausalLM,1,pass,740,1,3,3,0,0,0,39.338767,inductor_huggingface_bfloat16_training_xpu_accuracy.csv
xpu,PegasusForConditionalGeneration,1,pass,119,9,9,5,0,0,0,9.663062,inductor_huggingface_bfloat16_training_xpu_accuracy.csv
dev,name,batch_size,accuracy,calls_captured,unique_graphs,graph_breaks,unique_graph_breaks,autograd_captures,autograd_compiles,cudagraph_skips,compilation_latency,inductor_huggingface_float32_inference_xpu_accuracy.csv
xpu,BlenderbotSmallForCausalLM,1,pass,232,1,0,0,0,0,0,11.800114,inductor_huggingface_float32_inference_xpu_accuracy.csv
xpu,GoogleFnet,1,pass,232,1,0,0,0,0,0,12.259077,inductor_huggingface_float32_inference_xpu_accuracy.csv
xpu,DistillGPT2,1,pass,292,2,3,1,0,0,0,15.990759,inductor_huggingface_float32_inference_xpu_accuracy.csv
xpu,MegatronBertForQuestionAnswering,1,pass,740,1,0,0,0,0,0,15.453635,inductor_huggingface_float32_inference_xpu_accuracy.csv
xpu,AlbertForMaskedLM,1,pass,395,1,0,0,0,0,0,15.100314,inductor_huggingface_float32_inference_xpu_accuracy.csv
xpu,XLNetLMHeadModel,1,pass,818,1,0,0,0,0,0,27.568494,inductor_huggingface_float32_inference_xpu_accuracy.csv
xpu,Qwen/Qwen3-0.6B,1,pass,2114,1,0,0,0,0,0,23.248021,inductor_huggingface_float32_inference_xpu_accuracy.csv
xpu,LayoutLMForMaskedLM,1,pass,420,1,0,0,0,0,0,9.774930,inductor_huggingface_float32_inference_xpu_accuracy.csv
xpu,AlbertForQuestionAnswering,1,pass,395,1,0,0,0,0,0,9.814617,inductor_huggingface_float32_inference_xpu_accuracy.csv
xpu,ElectraForCausalLM,1,pass,323,1,0,0,0,0,0,13.319401,inductor_huggingface_float32_inference_xpu_accuracy.csv
xpu,BlenderbotSmallForConditionalGeneration,1,pass,600,1,0,0,0,0,0,17.254772,inductor_huggingface_float32_inference_xpu_accuracy.csv
xpu,MobileBertForMaskedLM,1,pass,1309,1,0,0,0,0,0,26.415985,inductor_huggingface_float32_inference_xpu_accuracy.csv
xpu,YituTechConvBert,1,pass,650,1,0,0,0,0,0,13.822987,inductor_huggingface_float32_inference_xpu_accuracy.csv
xpu,DebertaV2ForMaskedLM,1,pass_due_to_skip,0,0,0,0,0,0,0,0,inductor_huggingface_float32_inference_xpu_accuracy.csv
xpu,RobertaForCausalLM,1,pass,329,1,0,0,0,0,0,13.310641,inductor_huggingface_float32_inference_xpu_accuracy.csv
xpu,ElectraForQuestionAnswering,1,pass,323,1,0,0,0,0,0,9.815769,inductor_huggingface_float32_inference_xpu_accuracy.csv
xpu,LayoutLMForSequenceClassification,1,pass,836,2,0,0,0,0,0,9.643476,inductor_huggingface_float32_inference_xpu_accuracy.csv
xpu,MobileBertForQuestionAnswering,1,pass,1313,1,0,0,0,0,0,24.178376,inductor_huggingface_float32_inference_xpu_accuracy.csv
xpu,AllenaiLongformerBase,1,pass,1828,4,4,1,0,0,0,37.099303,inductor_huggingface_float32_inference_xpu_accuracy.csv
xpu,DebertaV2ForQuestionAnswering,1,pass,1087,1,0,0,0,0,0,18.196231,inductor_huggingface_float32_inference_xpu_accuracy.csv
xpu,RobertaForQuestionAnswering,1,pass,329,1,0,0,0,0,0,8.599549,inductor_huggingface_float32_inference_xpu_accuracy.csv
xpu,GPT2ForSequenceClassification,1,pass,1076,2,0,0,0,0,0,20.168718,inductor_huggingface_float32_inference_xpu_accuracy.csv
xpu,M2M100ForConditionalGeneration,1,pass,887,1,0,0,0,0,0,20.645306,inductor_huggingface_float32_inference_xpu_accuracy.csv
xpu,DistilBertForMaskedLM,1,pass,160,1,0,0,0,0,0,9.443107,inductor_huggingface_float32_inference_xpu_accuracy.csv
xpu,OPTForCausalLM,1,pass,367,1,0,0,0,0,0,9.848997,inductor_huggingface_float32_inference_xpu_accuracy.csv
xpu,BartForCausalLM,1,pass,336,1,0,0,0,0,0,12.361151,inductor_huggingface_float32_inference_xpu_accuracy.csv
xpu,T5ForConditionalGeneration,1,pass,815,1,0,0,0,0,0,18.833011,inductor_huggingface_float32_inference_xpu_accuracy.csv
xpu,google/gemma-2-2b,1,pass,2224,1,0,0,0,0,0,22.103165,inductor_huggingface_float32_inference_xpu_accuracy.csv
xpu,MBartForCausalLM,1,pass,337,1,0,0,0,0,0,11.462676,inductor_huggingface_float32_inference_xpu_accuracy.csv
xpu,PLBartForCausalLM,1,pass,186,1,0,0,0,0,0,9.505502,inductor_huggingface_float32_inference_xpu_accuracy.csv
xpu,DistilBertForQuestionAnswering,1,pass,168,1,0,0,0,0,0,6.485320,inductor_huggingface_float32_inference_xpu_accuracy.csv
xpu,T5Small,1,pass,815,1,0,0,0,0,0,3.150095,inductor_huggingface_float32_inference_xpu_accuracy.csv
xpu,BartForConditionalGeneration,1,pass,879,1,0,0,0,0,0,21.115174,inductor_huggingface_float32_inference_xpu_accuracy.csv
xpu,meta-llama/Llama-3.2-1B,1,pass,970,1,0,0,0,0,0,13.511884,inductor_huggingface_float32_inference_xpu_accuracy.csv
xpu,MBartForConditionalGeneration,1,pass,885,1,0,0,0,0,0,21.595371,inductor_huggingface_float32_inference_xpu_accuracy.csv
xpu,TrOCRForCausalLM,1,pass,446,1,0,0,0,0,0,8.995902,inductor_huggingface_float32_inference_xpu_accuracy.csv
xpu,PLBartForConditionalGeneration,1,pass,476,1,0,0,0,0,0,14.322468,inductor_huggingface_float32_inference_xpu_accuracy.csv
xpu,BertForMaskedLM,1,pass,315,1,0,0,0,0,0,12.033043,inductor_huggingface_float32_inference_xpu_accuracy.csv
xpu,XGLMForCausalLM,1,pass,972,1,0,0,0,0,0,14.567897,inductor_huggingface_float32_inference_xpu_accuracy.csv
xpu,MT5ForConditionalGeneration,1,pass,1190,1,0,0,0,0,0,16.467830,inductor_huggingface_float32_inference_xpu_accuracy.csv
xpu,PegasusForCausalLM,1,pass,333,1,0,0,0,0,0,8.490675,inductor_huggingface_float32_inference_xpu_accuracy.csv
xpu,openai/whisper-tiny,1,pass,383,1,0,0,0,0,0,15.588933,inductor_huggingface_float32_inference_xpu_accuracy.csv
xpu,BertForQuestionAnswering,1,pass,322,1,0,0,0,0,0,8.411627,inductor_huggingface_float32_inference_xpu_accuracy.csv
xpu,MegatronBertForCausalLM,1,pass,740,1,0,0,0,0,0,12.481389,inductor_huggingface_float32_inference_xpu_accuracy.csv
xpu,PegasusForConditionalGeneration,1,pass,871,1,0,0,0,0,0,19.361588,inductor_huggingface_float32_inference_xpu_accuracy.csv
xpu,BlenderbotForCausalLM,1,pass_due_to_skip,0,0,0,0,0,0,0,0,inductor_huggingface_float32_inference_xpu_accuracy.csv
dev,name,batch_size,accuracy,calls_captured,unique_graphs,graph_breaks,unique_graph_breaks,autograd_captures,autograd_compiles,cudagraph_skips,compilation_latency,inductor_huggingface_float32_training_xpu_accuracy.csv
xpu,Qwen/Qwen3-0.6B,0,eager_fail_to_run,0,0,0,0,0,0,0,0,inductor_huggingface_float32_training_xpu_accuracy.csv
xpu,BlenderbotSmallForCausalLM,1,pass,59,5,6,4,0,0,0,12.241367,inductor_huggingface_float32_training_xpu_accuracy.csv
xpu,GoogleFnet,1,pass,232,1,3,3,0,0,0,21.627177,inductor_huggingface_float32_training_xpu_accuracy.csv
xpu,DistillGPT2,1,pass,292,2,6,4,0,0,0,24.003828,inductor_huggingface_float32_training_xpu_accuracy.csv
xpu,AlbertForMaskedLM,1,pass,395,1,3,3,0,0,0,26.591033,inductor_huggingface_float32_training_xpu_accuracy.csv
xpu,MegatronBertForQuestionAnswering,1,pass,740,1,3,3,0,0,0,42.486852,inductor_huggingface_float32_training_xpu_accuracy.csv
xpu,RobertaForCausalLM,1,pass,329,1,3,3,0,0,0,26.306959,inductor_huggingface_float32_training_xpu_accuracy.csv
xpu,XLNetLMHeadModel,1,pass,770,1,3,3,0,0,0,50.923040,inductor_huggingface_float32_training_xpu_accuracy.csv
xpu,BlenderbotSmallForConditionalGeneration,1,pass,121,9,9,5,0,0,0,10.962581,inductor_huggingface_float32_training_xpu_accuracy.csv
xpu,LayoutLMForMaskedLM,1,pass,420,1,3,3,0,0,0,23.494679,inductor_huggingface_float32_training_xpu_accuracy.csv
xpu,ElectraForCausalLM,1,pass,323,1,3,3,0,0,0,25.520936,inductor_huggingface_float32_training_xpu_accuracy.csv
xpu,RobertaForQuestionAnswering,1,pass,329,1,3,3,0,0,0,22.274635,inductor_huggingface_float32_training_xpu_accuracy.csv
xpu,DebertaV2ForMaskedLM,1,pass_due_to_skip,0,0,0,0,0,0,0,0,inductor_huggingface_float32_training_xpu_accuracy.csv
xpu,AlbertForQuestionAnswering,1,pass,395,1,3,3,0,0,0,22.237235,inductor_huggingface_float32_training_xpu_accuracy.csv
xpu,LayoutLMForSequenceClassification,1,pass,836,2,4,3,0,0,0,27.253591,inductor_huggingface_float32_training_xpu_accuracy.csv
xpu,YituTechConvBert,1,pass,650,1,3,3,0,0,0,34.031538,inductor_huggingface_float32_training_xpu_accuracy.csv
xpu,ElectraForQuestionAnswering,1,pass,323,1,3,3,0,0,0,23.132542,inductor_huggingface_float32_training_xpu_accuracy.csv
xpu,MobileBertForMaskedLM,1,pass,1309,1,3,3,0,0,0,65.665793,inductor_huggingface_float32_training_xpu_accuracy.csv
xpu,T5ForConditionalGeneration,1,pass,815,1,3,3,0,0,0,29.380145,inductor_huggingface_float32_training_xpu_accuracy.csv
xpu,DebertaV2ForQuestionAnswering,1,pass,1087,1,3,3,0,0,0,38.106059,inductor_huggingface_float32_training_xpu_accuracy.csv
xpu,google/gemma-2-2b,0,eager_fail_to_run,0,0,0,0,0,0,0,0,inductor_huggingface_float32_training_xpu_accuracy.csv
xpu,T5Small,1,pass,815,1,3,3,0,0,0,4.660748,inductor_huggingface_float32_training_xpu_accuracy.csv
xpu,AllenaiLongformerBase,1,pass,1828,4,7,4,0,0,0,56.325775,inductor_huggingface_float32_training_xpu_accuracy.csv
xpu,meta-llama/Llama-3.2-1B,0,eager_fail_to_run,0,0,0,0,0,0,0,0,inductor_huggingface_float32_training_xpu_accuracy.csv
xpu,GPT2ForSequenceClassification,1,pass,1076,2,4,3,0,0,0,31.364556,inductor_huggingface_float32_training_xpu_accuracy.csv
xpu,M2M100ForConditionalGeneration,1,pass,891,1,3,3,0,0,0,46.869242,inductor_huggingface_float32_training_xpu_accuracy.csv
xpu,DistilBertForMaskedLM,1,pass,160,1,3,3,0,0,0,20.519399,inductor_huggingface_float32_training_xpu_accuracy.csv
xpu,openai/whisper-tiny,0,eager_fail_to_run,0,0,0,0,0,0,0,0,inductor_huggingface_float32_training_xpu_accuracy.csv
xpu,BartForCausalLM,1,pass,63,6,6,4,0,0,0,14.283741,inductor_huggingface_float32_training_xpu_accuracy.csv
xpu,MobileBertForQuestionAnswering,1,pass,1313,1,3,3,0,0,0,64.070218,inductor_huggingface_float32_training_xpu_accuracy.csv
xpu,MBartForCausalLM,1,pass,63,6,6,4,0,0,0,10.813080,inductor_huggingface_float32_training_xpu_accuracy.csv
xpu,DistilBertForQuestionAnswering,1,pass,168,1,3,3,0,0,0,12.201846,inductor_huggingface_float32_training_xpu_accuracy.csv
xpu,TrOCRForCausalLM,1,pass,57,5,5,4,0,0,0,10.116709,inductor_huggingface_float32_training_xpu_accuracy.csv
xpu,BartForConditionalGeneration,1,pass,127,10,9,5,0,0,0,11.984533,inductor_huggingface_float32_training_xpu_accuracy.csv
xpu,MBartForConditionalGeneration,1,pass,131,10,8,5,0,0,0,10.368358,inductor_huggingface_float32_training_xpu_accuracy.csv
xpu,OPTForCausalLM,1,pass,59,4,6,4,0,0,0,13.502552,inductor_huggingface_float32_training_xpu_accuracy.csv
xpu,XGLMForCausalLM,1,pass,69,5,5,4,0,0,0,10.872236,inductor_huggingface_float32_training_xpu_accuracy.csv
xpu,BertForMaskedLM,1,pass,315,1,3,3,0,0,0,23.516349,inductor_huggingface_float32_training_xpu_accuracy.csv
xpu,PLBartForCausalLM,1,pass,63,6,6,4,0,0,0,11.284027,inductor_huggingface_float32_training_xpu_accuracy.csv
xpu,MT5ForConditionalGeneration,1,pass,1190,1,3,3,0,0,0,31.938487,inductor_huggingface_float32_training_xpu_accuracy.csv
xpu,BertForQuestionAnswering,1,pass,322,1,3,3,0,0,0,20.127192,inductor_huggingface_float32_training_xpu_accuracy.csv
xpu,PLBartForConditionalGeneration,1,pass,132,10,7,5,0,0,0,10.441831,inductor_huggingface_float32_training_xpu_accuracy.csv
xpu,PegasusForCausalLM,1,pass,59,5,6,4,0,0,0,8.182506,inductor_huggingface_float32_training_xpu_accuracy.csv
xpu,BlenderbotForCausalLM,1,pass_due_to_skip,0,0,0,0,0,0,0,0,inductor_huggingface_float32_training_xpu_accuracy.csv
xpu,MegatronBertForCausalLM,1,pass,740,1,3,3,0,0,0,36.266369,inductor_huggingface_float32_training_xpu_accuracy.csv
xpu,PegasusForConditionalGeneration,1,pass,119,9,9,5,0,0,0,10.110279,inductor_huggingface_float32_training_xpu_accuracy.csv
dev,name,batch_size,accuracy,calls_captured,unique_graphs,graph_breaks,unique_graph_breaks,autograd_captures,autograd_compiles,cudagraph_skips,compilation_latency,inductor_huggingface_amp_fp16_inference_xpu_accuracy.csv
xpu,GoogleFnet,1,pass,232,1,0,0,0,0,0,2.383716,inductor_huggingface_amp_fp16_inference_xpu_accuracy.csv
xpu,BlenderbotSmallForCausalLM,1,pass,234,1,0,0,0,0,0,9.117047,inductor_huggingface_amp_fp16_inference_xpu_accuracy.csv
xpu,DistillGPT2,1,pass,296,4,3,1,0,0,0,10.010880,inductor_huggingface_amp_fp16_inference_xpu_accuracy.csv
xpu,MegatronBertForQuestionAnswering,1,pass,742,1,0,0,0,0,0,18.085195,inductor_huggingface_amp_fp16_inference_xpu_accuracy.csv
xpu,AlbertForMaskedLM,1,pass,397,1,0,0,0,0,0,18.080986,inductor_huggingface_amp_fp16_inference_xpu_accuracy.csv
xpu,Qwen/Qwen3-0.6B,1,pass,2118,1,0,0,0,0,0,23.025991,inductor_huggingface_amp_fp16_inference_xpu_accuracy.csv
xpu,XLNetLMHeadModel,1,pass,820,1,0,0,0,0,0,23.383803,inductor_huggingface_amp_fp16_inference_xpu_accuracy.csv
xpu,AlbertForQuestionAnswering,1,pass,397,1,0,0,0,0,0,11.247268,inductor_huggingface_amp_fp16_inference_xpu_accuracy.csv
xpu,LayoutLMForMaskedLM,1,pass,422,1,0,0,0,0,0,12.517096,inductor_huggingface_amp_fp16_inference_xpu_accuracy.csv
xpu,ElectraForCausalLM,1,pass,325,1,0,0,0,0,0,16.938586,inductor_huggingface_amp_fp16_inference_xpu_accuracy.csv
xpu,RobertaForCausalLM,1,pass,331,1,0,0,0,0,0,15.218637,inductor_huggingface_amp_fp16_inference_xpu_accuracy.csv
xpu,BlenderbotSmallForConditionalGeneration,1,pass,602,1,0,0,0,0,0,20.288218,inductor_huggingface_amp_fp16_inference_xpu_accuracy.csv
xpu,YituTechConvBert,1,pass,652,1,0,0,0,0,0,21.005962,inductor_huggingface_amp_fp16_inference_xpu_accuracy.csv
xpu,MobileBertForMaskedLM,1,pass,1311,1,0,0,0,0,0,31.159236,inductor_huggingface_amp_fp16_inference_xpu_accuracy.csv
xpu,ElectraForQuestionAnswering,1,pass,325,1,0,0,0,0,0,11.685663,inductor_huggingface_amp_fp16_inference_xpu_accuracy.csv
xpu,DebertaV2ForMaskedLM,1,pass_due_to_skip,0,0,0,0,0,0,0,0,inductor_huggingface_amp_fp16_inference_xpu_accuracy.csv
xpu,LayoutLMForSequenceClassification,1,pass,840,2,0,0,0,0,0,14.017639,inductor_huggingface_amp_fp16_inference_xpu_accuracy.csv
