dev,name,batch_size,_compile.compile_inner,compile_attempt_0,bytecode_tracing,variable_builder_call,compile_attempt_1,create_proxy,wrap_to_fake_tensor_and_record,build_guards,gc,get_fake_value,insert_deferred_runtime_asserts,OutputGraph.call_user_compiler,inductor_import,inductor_codecache_torch_key,_recursive_pre_grad_passes,pass.pre_grad_passes.group_batch_fusion_passes,pass.pre_grad_passes.efficient_conv_bn_eval_pass,pass.pre_grad_passes.apply_gumbel_max_trick_pass,create_aot_dispatcher_function,aot_collect_metadata,compile_fx.<locals>.fw_compiler_base,_recursive_joint_graph_passes,pass.joint_graph_passes.remove_noop_ops,pass.joint_graph_passes.constant_fold_uniform_value,pass.joint_graph_passes.pass_pattern_0,pass.joint_graph_passes.pass_pattern_1,compile_fx_inner,fx_codegen_and_compile,CacheBase.get_system.triton_key,TritonBundler.read_and_emit,PyCodeCache.load_by_key_path,compile_file,async_compile.wait,aot_trace_joint_graph,min_cut_rematerialization_partition,additional_fake_tensor_prop,_recursive_post_grad_passes,pass.post_grad_passes.remove_profiler_ops,pass.post_grad_passes.post_grad_custom_pre_pass,pass.post_grad_passes.remove_noop_ops,pass.post_grad_passes.remove_assert_ops,pass.post_grad_passes.pass_pattern_0,pass.post_grad_passes.pass_pattern_1,pass.post_grad_passes.pass_pattern_2,pass.post_grad_passes.stable_sort,pass.post_grad_passes.move_constructors_to_cuda,pass.post_grad_passes.reinplace_inplaceable_ops,pass.post_grad_passes.decompose_triton_kernel_wrapper_functional,pass.post_grad_passes.decompose_auto_functionalized,pass.post_grad_passes.decompose_scan_to_while_loop,pass.post_grad_passes.decompose_map_to_while_loop,GraphLowering.run,GraphLowering.compile_to_fn,GraphLowering.compile_to_module,GraphLowering.codegen,Scheduler.__init__,Scheduler.fused_nodes,Scheduler.codegen,PythonWrapperCodegen.generate,TritonBundler.collect,CachingAutotuner.benchmark_all_configs,pass.post_grad_passes.reorder_for_locality,compile_attempt_2,pgo.dynamic_whitelist,AOTAutogradCache.inductor_load,TritonBundler.load_cached_static_autotuners,StaticAutotunerFuture.warm_precompile,backward._backward_impl,compile_fx.<locals>.bw_compiler
xpu,mobilenet_v3_large,32,24.929889,1.567278,2.864543,1.134999,22.999215,0.144204,0.490746,0.343219,0.002947,0.637523,0.024769,21.553120,0.730341,0.143969,1.049979,0.009888,0.000058,0.002031,0.000035,19.585762,0.540827,3.060817,0.418520,0.022902,0.115308,0.040853,0.025559,1.490835,13.670043,38.123210,38.073486,1.100850,1.265140,0.001188,0.000075,0.021167,0.000062,0.000029,0.409963,0.016109,0.007788,0.009068,0.210506,0.000202,0.007975,0.000137,0.000081,6.032252,28.534766,28.534643,25.535012,9.648460,4.477618,15.261966,0.586513,2.987328,2.883250,0.180373,27.889160,24.657883,24.454152,0,0,0,0,0,0,0,0
xpu,basic_gnn_edgecnn,1,5.527837,0.374282,0.564192,0.189277,4.989837,0.021102,0.020822,0.154776,0.002521,0.077023,0.004749,4.736536,0.146155,0.144984,1.107655,0.006009,0.000058,0.000215,0.000031,3.450635,0.046201,0.232391,0.207120,0.002274,0.008493,0.023143,0.000422,0.044117,2.897111,3.973895,3.970855,0.033989,0.047741,0.000109,0.000075,0.000806,0.000045,0.000029,0.006718,0.001527,0.000346,0.000456,0.007636,0.000155,0.000403,0.000092,0.000077,0.164445,3.654924,3.654825,0.744386,0.156028,0.053746,0.564189,0.020525,2.908694,1.553351,1.343549,0.007741,2.019282,1.088015,1.077180,0,0,0,0,0,0,0
xpu,soft_actor_critic,256,5.155239,0.847049,0.240106,0.090203,4.243559,0.008076,0.014456,0.053315,0.005526,0.042939,0.002862,4.789030,0.708401,0.143226,1.121465,0.004968,0.000081,0.000170,0.000058,2.926161,0.036148,0.106258,0.888398,0.001051,0.003722,0.550571,0.000460,0.030362,1.842173,3.290460,3.287609,0.022906,0.039074,0.000158,0.000125,0.000819,0.000082,0.000053,0.006149,0.001176,0.000275,0.000373,0.003940,0.000274,0.000393,0.000175,0.000156,0.094679,3.058706,3.058526,0.324967,0.131791,0.072152,0.178872,0.010043,2.731257,1.049963,1.671156,0.005260,1.021506,1.458221,1.448989,0,0,0,0,0,0,0
xpu,basic_gnn_gcn,1,8.341190,6.509201,0.830351,0.512408,1.408621,0.021681,0.044279,0.391209,0.011462,0.075796,0.009237,6.931738,0.146621,0.144860,1.092434,0.023273,0.001946,0.000854,5.207288,0.006216,1.648951,0.007308,0.000169,0.000455,0.000161,5.610216,0.055083,5.213740,0.213984,0.001196,0.009520,0.025278,0.000236,6.022894,6.016201,0.027622,0.048472,0.000127,0.000517,0.000198,0.000434,0.000136,0.000089,0.004409,0.000880,0.000480,0.000636,0.007417,0.000489,0.000694,0.000302,0.000271,0.141355,5.617767,5.617471,0.425796,0.117309,0.011069,0.285646,0.016434,3.535771,0.008099,1.069469,0.170973,0.058564,1.003316,0.985294,0,0
xpu,hf_DistilBert,8,12.232594,0.733730,1.287395,0.370820,11.307563,0.074696,0.102826,0.181640,0.001961,0.316303,0.012000,10.660263,0.590294,0.148117,1.092926,0.007064,0.000056,0.000546,0.000030,8.893515,0.222117,1.792004,1.664445,0.023567,0.127529,1.216047,0.008047,0.746446,4.294390,10.963946,10.941359,0.376333,0.773957,0.000616,0.000080,0.009467,0.000057,0.000029,0.206995,0.022703,0.003685,0.004373,0.096787,0.000200,0.003731,0.000106,0.000081,2.322268,7.107680,7.107563,5.597775,2.234710,1.163787,3.208652,0.138140,1.506427,1.469400,0.017188,3.031605,6.763914,6.670245,0,0,0,0,0,0,0,0
xpu,nanogpt,1,11.009523,0.809105,1.444840,0.465556,9.983306,0.123002,0.133661,0.201595,0.003163,0.368637,0.019697,9.238863,0.862083,0.146344,1.114654,0.009236,0.000047,0.001070,0.000030,7.151611,0.258454,1.838303,0.991059,0.029360,0.065479,0.443608,0.013585,0.776883,3.072013,9.504964,9.474182,0.437801,0.814454,0.000692,0.000082,0.010502,0.000054,0.000028,0.174968,0.017108,0.004750,0.006002,0.403705,0.000204,0.004663,0.000111,0.000078,2.046216,5.742524,5.742411,4.795214,1.532564,0.716343,3.101177,0.138266,0.944331,0.897319,0.004861,0.623643,6.572093,6.433778,0,0,0,0,0,0,0,0
xpu,basic_gnn_gin,1,5.242737,0.359996,0.542089,0.198784,4.719472,0.020436,0.024765,0.153930,0.002870,0.067612,0.003876,4.474198,0.150479,0.149317,1.094987,0.005078,0.000048,0.000196,0.000029,3.195980,0.039790,0.165334,0.204346,0.001306,0.006681,0.021926,0.000056,0.037690,2.728284,3.636635,3.633823,0.025958,0.041480,0.000102,0.000075,0.000198,0.000038,0.000026,0.003750,0.001713,0.000355,0.000427,0.006192,0.000150,0.000352,0.000091,0.000078,0.142371,3.362546,3.362445,0.436678,0.112227,0.025019,0.304288,0.016422,2.924196,1.745771,1.167475,0.005273,1.207034,0.917733,0.908750,0,0,0,0,0,0,0
xpu,hf_T5_large,2,88.630592,6.448420,13.018282,2.310649,81.235011,0.988908,0.485475,0.876967,0.002575,4.019718,0.112637,74.302652,0.583811,0.142199,1.043106,0.039598,0.000068,0.006554,0.000041,72.269175,2.204704,15.914800,6.911279,0.247842,0.460663,4.368829,0.009319,5.653634,40.053240,77.725137,76.285246,3.493215,9.077377,0.004345,0.000108,0.100633,0.000083,0.000031,2.076862,0.036174,0.033838,0.043866,1.567242,0.000230,0.034702,0.000210,0.000088,15.334779,45.495453,45.495291,42.200276,20.996914,13.965792,19.232895,1.828090,3.282141,3.017814,0.020399,3.369712,38.553100,37.674786,0,0,0,0,0,0,0,0
xpu,resnet152,32,58.510199,3.444754,6.643759,2.803550,54.340636,0.390471,0.792673,0.680788,0.002774,0.829096,0.063816,50.829357,0.728312,0.147726,1.120569,0.021434,0.000066,0.006240,0.000044,48.512108,0.733590,8.095747,0.850688,0.066132,0.338322,0.077888,0.088302,4.170953,33.585366,62.111511,60.815758,2.115191,2.571352,0.002909,0.000079,0.051937,0.000065,0.000029,1.062169,0.041112,0.021360,0.027439,0.576102,0.000238,0.022192,0.000163,0.000085,12.922638,41.224858,41.224708,40.853693,16.571860,6.532038,22.442288,1.736690,0.358491,0.152425,0.026737,29.004088,28.528115,0,0,0,0,0,0,0,0,0
xpu,basic_gnn_sage,1,5.968492,0.505822,0.484520,0.174268,5.312145,0.020685,0.019387,0.141931,0.002639,0.072990,0.006428,5.091165,0.217788,0.216286,1.136960,0.007612,0.000074,0.000338,0.000052,3.686868,0.069228,0.226203,0.323225,0.001069,0.006763,0.036050,0.000099,0.060034,2.977538,3.845723,3.842816,0.031991,0.073264,0.000141,0.000109,0.000502,0.000052,0.000034,0.006440,0.016072,0.000384,0.000505,0.007686,0.000198,0.000438,0.000122,0.000103,0.166601,3.500872,3.500758,0.415962,0.108958,0.017739,0.288257,0.014364,3.083409,2.486897,0.584047,0.004763,1.038105,0.876273,0.868671,0,0,0,0,0,0,0
xpu,hf_Whisper,8,9.859980,9.551389,0.446295,0.152713,0.083325,0.016002,0.038830,0.205139,0.007149,0.103182,0.003605,9.084315,0.585758,0.144686,1.110182,0.005035,0.000076,0.000220,0.000059,7.349292,0.070942,0.281776,1.104374,0.003611,0.007614,0.910085,0.001143,0.070056,5.780638,10.870650,10.864713,0.066035,0.076855,0.000207,0.000126,0.002953,0.000095,0.000054,0.015612,0.002346,0.000614,0.000720,0.013436,0.000293,0.000705,0.000175,0.000154,0.706131,9.882122,9.881922,1.717223,0.703651,0.264652,0.978074,0.029497,8.161803,2.131789,6.012986,0.016225,3.554503,5.110797,5.090833,0,0,0,0,0,0,0
xpu,hf_GPT2,4,22.153267,4.043377,4.879782,0.873822,17.736730,0.282911,0.212044,0.341362,0.004671,0.843427,0.030326,16.737650,0.597867,0.147294,1.096404,0.011732,0.000083,0.001467,0.000062,14.919553,0.402952,2.980262,1.816908,0.043661,0.091806,1.245929,0.015824,1.220720,8.191204,17.694867,17.657384,0.672679,1.102972,0.000977,0.000106,0.017639,0.000083,0.000045,0.394755,0.029566,0.005970,0.006831,0.161176,0.000254,0.005818,0.000163,0.000118,4.183917,11.126323,11.126167,10.263201,4.332591,2.551382,5.686173,0.218306,0.858699,0.803709,0.013574,1.685639,9.652675,9.504622,0,0,0,0,0,0,0,0
xpu,timm_regnet,32,30.357108,1.977462,3.882435,1.582986,27.877585,0.224678,0.409157,0.473394,0.003033,0.532914,0.035305,25.776070,0.725134,0.146432,1.097510,0.012160,0.000055,0.002837,0.000036,23.408194,0.444627,3.658823,0.479538,0.032330,0.153653,0.038033,0.036694,1.942920,16.355127,33.695333,33.630887,1.132775,1.227242,0.001439,0.000078,0.025136,0.000063,0.000029,0.486761,0.019097,0.010490,0.012704,0.270739,0.000215,0.010197,0.000148,0.000086,7.414879,22.714517,22.714371,21.225131,8.750553,3.489582,11.624634,0.795819,1.479128,1.358730,0.077587,13.326151,17.635466,17.341430,0,0,0,0,0,0,0,0
xpu,lennard_jones,1000,3.927552,0.129214,0.153989,0.084465,3.659480,0.006344,0.016718,0.126831,0.006993,0.032944,0.001705,3.579591,0.697317,0.139747,1.034800,0.004426,0.000048,0.000091,0.000030,1.817210,0.025112,0.112920,0.383844,0.001297,0.002917,0.016167,0.000469,0.030357,1.248145,2.032752,2.030439,0.023460,0.049341,0.000097,0.000074,0.000791,0.000043,0.000028,0.009773,0.000903,0.000232,0.000310,0.004542,0.000150,0.000282,0.000090,0.000077,0.106883,1.802984,1.802891,0.250922,0.062813,0.009972,0.176018,0.009049,1.550749,1.057084,0.485354,0.003102,0.583057,0.792781,0.785008,0,0,0,0,0,0,0
xpu,speech_transformer,32,48.307933,9.648039,3.534078,1.607757,38.003262,0.236383,0.621248,0.608928,0.009239,0.806029,0.078330,43.763796,0.703685,0.142020,1.041300,0.020702,0.000208,0.003296,0.000175,41.614436,0.907222,26.615083,4.707402,0.057590,0.127027,3.812560,0.017687,42.856917,42.573261,0.896092,1.578056,0.000147,0.001394,0.000191,0.022477,0.000159,0.000091,0.456190,0.034727,0.008220,0.009339,0.219248,0.000546,0.008684,0.000296,0.000231,4.550980,34.648717,34.648398,17.561459,8.697800,6.071386,8.470376,0.353728,17.092254,0.496107,16.502146,0.027955,4.107843,7.781141,1.306463,0.029380,0.001884,0.000892,0.007492,0.000032,16.809297,16.588505,0
xpu,timm_resnest,32,17.009417,0.881358,1.407345,0.456806,15.884494,0.079012,0.132608,0.231542,0.001867,0.388580,0.014062,15.258641,0.903864,0.144522,1.095206,0.007201,0.000047,0.001304,0.000040,13.158540,0.294709,1.450741,0.324499,0.011720,0.054660,0.056475,0.013151,0.661826,10.227675,27.447306,27.422962,0.580326,0.777123,0.000595,0.000077,0.009038,0.000055,0.000028,0.267504,0.006681,0.003527,0.004073,0.098970,0.000186,0.003536,0.000103,0.000079,2.638411,22.808778,22.808667,17.094262,8.752552,4.416148,8.066648,0.256178,5.707815,5.655205,0.107268,18.323121,17.312537,17.220293,0,0,0,0,0,0,0,0
xpu,hf_GPT2_large,4,55.097449,7.798906,11.381894,2.428658,46.667045,1.070512,0.585694,0.569695,0.004273,2.344907,0.076393,42.784913,0.583234,0.145756,1.107062,0.021967,0.000086,0.003589,0.000068,40.801536,0.975643,7.890423,3.738921,0.118759,0.249808,2.462455,0.043184,3.635884,23.721409,49.013896,48.903045,1.897488,3.150465,0.002435,0.000082,0.051282,0.000066,0.000030,1.136677,0.063262,0.016919,0.018393,0.464619,0.000178,0.017508,0.000136,0.000084,10.655923,31.676472,31.676338,31.448474,14.592229,8.579701,15.996307,0.786095,0.222828,0.060101,0.015377,2.783262,0.000402,0.000170,0.001250,25.737895,25.294182,0,0,0,0,0
xpu,timm_vision_transformer,32,12.018534,0.885007,1.603459,0.553587,10.879736,0.107295,0.144849,0.238791,0.002261,0.320104,0.016177,10.051267,0.943443,0.147141,1.099259,0.008293,0.000047,0.000828,0.000030,7.901636,0.219203,1.756771,0.735754,0.026562,0.058763,0.401572,0.012104,0.703617,4.286028,12.931498,12.904415,0.414946,0.688225,0.000656,0.000076,0.010060,0.000056,0.000029,0.168015,0.014666,0.004228,0.004427,0.306309,0.000178,0.003798,0.000107,0.000079,2.308548,9.069615,9.069504,7.652628,3.127564,1.068551,4.320210,0.181431,1.413466,1.360165,0.012922,2.283552,8.765141,8.646227,0,0,0,0,0,0,0,0
xpu,hf_Longformer,2,45.955096,41.469139,3.366048,0.594274,4.058081,0.279028,0.126767,0.398157,0.007151,1.097788,0.085612,41.878969,0.581516,0.145325,1.099618,0.024337,0.000164,0.003752,0.000124,39.974854,1.671379,9.949218,3.131065,0.153221,0.330085,1.992022,0.017635,2.103732,22.351320,47.423808,47.355890,1.268873,4.282924,0.001926,0.000219,0.057970,0.000169,0.000097,0.425511,0.018732,0.011394,0.012102,1.969151,0.000608,0.011551,0.000358,0.000267,8.165621,32.533536,32.533186,29.002610,12.812878,6.309200,15.740076,0.414820,3.521937,0.871563,2.566249,0.040245,7.734807,0.000071,25.398665,25.076940,0,0,0,0,0,0
xpu,timm_vision_transformer_large,32,33.339958,2.573475,4.797300,1.555452,29.761668,0.319253,0.430252,0.971743,0.002322,0.915755,0.049454,27.308857,0.969641,0.144583,1.087555,0.015013,0.000056,0.002422,0.000034,24.975172,0.663627,6.014767,2.054776,0.095929,0.206688,1.316694,0.039541,2.338736,13.241066,36.870181,36.775699,1.344211,2.358944,0.001889,0.000079,0.044248,0.000062,0.000029,0.551357,0.047859,0.015037,0.017304,1.106927,0.000198,0.014542,0.000146,0.000084,7.628268,24.126430,24.126304,23.570494,9.422537,4.672420,13.388430,0.682879,0.548191,0.387219,0.013830,3.433180,24.038531,23.630707,0,0,0,0,0,0,0,0
xpu,hf_Reformer,8,45.224736,24.064639,1.984490,0.525087,16.574743,0.088530,0.121397,0.566690,0.013617,0.511997,0.029772,42.075059,0.586930,0.146299,0.016672,0.000432,0.001570,0.000688,41.365834,0.502001,39.739938,0.565090,0.007866,0.026542,0.134356,0.002961,43.008384,42.980652,1.092272,0.000619,37.143502,0.169723,19.841083,0.167856,0.054726,0.149761,0.179885,0.000598,0.000370,0.004634,0.000277,0.000175,0.050703,0.004906,0.001523,0.011891,0.032245,0.000970,0.001905,0.000578,0.000498,0.746345,23.190182,23.189564,3.319382,1.425883,0.638397,1.827205,0.053403,0.026498,4.777102,0.002381,3.971974,0.000075,0.009257,0.000241,0.001612,3.726901,3.707741
xpu,timm_vovnet,32,20.900161,1.107287,1.961025,0.746476,19.480071,0.116160,0.206025,0.296876,0.002440,0.320057,0.018669,18.500037,0.912405,0.145620,1.090920,0.008175,0.000044,0.001589,0.000036,16.348027,0.252421,2.084657,0.579019,0.017494,0.083367,0.023430,0.021056,0.968346,12.166466,25.354801,25.318439,0.755667,0.683811,0.000864,0.000078,0.015058,0.000059,0.000030,0.273276,0.011626,0.005551,0.006429,0.147076,0.000183,0.005843,0.000120,0.000077,3.886959,19.259407,19.259288,18.204114,7.520666,2.878122,10.261448,0.394681,1.047392,0.977386,0.086951,13.240295,13.325665,13.189206,0,0,0,0,0,0,0,0
xpu,hf_Roberta_base,4,19.560527,1.311068,2.628789,0.700799,17.945244,0.154636,0.183447,0.291438,0.002422,0.524806,0.021513,16.498737,0.584928,0.145729,1.097585,0.008945,0.000049,0.000971,0.000029,14.677897,0.377266,2.968129,2.530425,0.044541,0.174339,1.581359,0.014750,1.182239,7.295630,17.552600,17.508214,0.735200,1.475483,0.001031,0.000076,0.018519,0.000066,0.000030,0.401997,0.031343,0.006734,0.007544,0.187468,0.000231,0.007311,0.000134,0.000082,3.481268,11.176657,11.176533,10.830166,4.860862,2.677174,5.661283,0.278692,0.341429,0.278141,0.011534,1.435431,10.434552,10.257911,0,0,0,0,0,0,0,0
xpu,torch_multimodal_clip,32,22.096446,1.590759,3.075337,1.059761,20.177042,0.168330,0.269238,0.309560,0.002173,0.739770,0.027480,18.540037,0.704668,0.146324,1.104675,0.010220,0.000054,0.001228,0.000030,16.545700,0.584548,4.268474,1.801727,0.064077,0.145649,1.003005,0.026348,1.396570,8.051048,25.958188,25.896730,0.959737,1.612912,0.001388,0.000076,0.023232,0.000060,0.000030,0.319687,0.027675,0.009668,0.010539,0.828282,0.000183,0.009368,0.000131,0.000085,5.873730,16.550786,16.550651,15.726649,5.259540,2.131390,9.980923,0.440341,0.818059,0.714777,0.024277,3.183479,18.534279,17.908330,0,0,0,0,0,0,0,0
xpu,tts_angular,64,2.544013,1.246388,0.101818,0.075413,1.109263,0.003024,0.011618,0.174761,0.003567,0.003881,2.173679,0.699517,0.144600,0.004414,0.000096,0.000178,0.000083,0.329201,0.001844,0.305619,0.303388,0.000109,0.000713,0.000167,0.000076,0.001738,0.007857,1.091021,0.023154,0.000697,0.000277,0.008389,0.001783,0.000299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xpu,vgg16,64,6.379080,0.237533,0.367988,0.146743,5.977544,0.020432,0.036650,0.155642,0.002445,0.075656,0.004150,5.783866,0.701378,0.145356,1.093124,0.005058,0.000047,0.000179,0.000028,3.945647,0.064992,0.410879,0.354219,0.001864,0.009973,0.014178,0.000051,0.062685,3.008206,7.351824,7.346678,0.118799,0.061566,0.000119,0.000072,0.000622,0.000049,0.000032,0.007167,0.000681,0.000561,0.000626,0.013698,0.000155,0.000514,0.000092,0.000078,0.746478,6.293096,6.292997,3.231606,1.578765,0.572245,1.569375,0.076067,3.058768,3.038251,0.021734,4.903711,4.360084,4.344039,0,0,0,0,0,0,0,0
xpu,vision_maskrcnn,1,30.894628,6.199722,7.462366,1.996696,23.456811,0.606218,0.664007,1.140583,0.021710,1.826333,0.080975,21.607817,0.703088,0.143545,1.089010,17.216382,0.024212,0.010849,17.087449,0.054397,0.026814,0.011566,0.000190,0.001074,0.000172,2.198442,0.450133,0.893206,0.395221,0.012223,0.034014,0.157618,0.001183,0.183733,0.148301,0.147677,0.141371,0.170449,0.000277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xpu,yolov3,8,55.746400,3.895229,7.874274,2.563874,50.940444,0.372098,0.756268,0.880061,0.003038,1.419787,0.064652,46.657317,0.915392,0.144882,1.098303,0.011898,0.000054,0.002942,0.000036,43.830438,0.540221,3.950209,0.778490,0.040836,0.159895,0.068583,0.040265,1.696956,36.298725,71.553082,71.482204,1.662492,3.003898,0.001651,0.000078,0.035906,0.000062,0.000030,0.582644,0.021850,0.010912,0.013174,0.295229,0.000190,0.011062,0.000133,0.000079,6.917320,58.639837,58.639733,48.969458,15.288453,7.916061,32.847739,0.782767,9.870847,0.169470,9.455146,0.102376,16.719001,35.528280,35.255519,0.351480,0.023633,0.011740,0.091819,0,0,0
